Date,TSGYO.IS
2020-10-28,3.490000009536743
2020-10-30,3.4200000762939453
2020-11-02,3.4100000858306885
2020-11-03,3.430000066757202
2020-11-04,3.5999999046325684
2020-11-05,3.6500000953674316
2020-11-06,3.880000114440918
2020-11-09,3.799999952316284
2020-11-10,3.819999933242798
2020-11-11,3.680000066757202
2020-11-12,3.5999999046325684
2020-11-13,3.700000047683716
2020-11-16,3.6700000762939453
2020-11-17,3.5399999618530273
2020-11-18,3.5199999809265137
2020-11-19,3.490000009536743
2020-11-20,3.559999942779541
2020-11-23,3.7300000190734863
2020-11-24,3.75
2020-11-25,3.950000047683716
2020-11-26,3.890000104904175
2020-11-27,3.759999990463257
2020-11-30,3.6600000858306885
2020-12-01,4.019999980926514
2020-12-02,4.369999885559082
2020-12-03,4.239999771118164
2020-12-04,4.400000095367432
2020-12-07,4.420000076293945
2020-12-08,4.360000133514404
2020-12-09,4.440000057220459
2020-12-10,4.739999771118164
2020-12-11,5.070000171661377
2020-12-14,5.139999866485596
2020-12-15,5.269999980926514
2020-12-16,5.369999885559082
2020-12-17,5.730000019073486
2020-12-18,5.760000228881836
2020-12-21,5.559999942779541
2020-12-22,5.380000114440918
2020-12-23,5.690000057220459
2020-12-24,5.860000133514404
2020-12-25,5.889999866485596
2020-12-28,5.5
2020-12-29,5.699999809265137
2020-12-30,5.570000171661377
2020-12-31,5.75
2021-01-04,5.659999847412109
2021-01-05,5.480000019073486
2021-01-06,5.420000076293945
2021-01-07,5.440000057220459
2021-01-08,5.360000133514404
2021-01-11,5.070000171661377
2021-01-12,5.369999885559082
2021-01-13,5.28000020980835
2021-01-14,5.130000114440918
2021-01-15,5.110000133514404
2021-01-18,5.079999923706055
2021-01-19,5.110000133514404
2021-01-20,5.099999904632568
2021-01-21,5.050000190734863
2021-01-22,5.050000190734863
2021-01-25,5.130000114440918
2021-01-26,5.050000190734863
2021-01-27,4.849999904632568
2021-01-28,4.900000095367432
2021-01-29,5.389999866485596
2021-02-01,5.699999809265137
2021-02-02,6.269999980926514
2021-02-03,6.889999866485596
2021-02-04,6.829999923706055
2021-02-05,6.510000228881836
2021-02-08,6.190000057220459
2021-02-09,6.320000171661377
2021-02-10,6.150000095367432
2021-02-11,6.429999828338623
2021-02-12,6.559999942779541
2021-02-15,6.309999942779541
2021-02-16,6.320000171661377
2021-02-17,6.28000020980835
2021-02-18,6.260000228881836
2021-02-19,6.110000133514404
2021-02-22,5.849999904632568
2021-02-23,5.420000076293945
2021-02-24,5.690000057220459
2021-02-25,5.769999980926514
2021-02-26,5.639999866485596
2021-03-01,5.769999980926514
2021-03-02,5.690000057220459
2021-03-03,5.610000133514404
2021-03-04,5.559999942779541
2021-03-05,5.940000057220459
2021-03-08,5.980000019073486
2021-03-09,5.730000019073486
2021-03-10,5.579999923706055
2021-03-11,5.590000152587891
2021-03-12,5.900000095367432
2021-03-15,5.820000171661377
2021-03-16,5.909999847412109
2021-03-17,5.820000171661377
2021-03-18,5.800000190734863
2021-03-19,6.159999847412109
2021-03-22,5.550000190734863
2021-03-23,5.940000057220459
2021-03-24,6.059999942779541
2021-03-25,5.880000114440918
2021-03-26,5.900000095367432
2021-03-29,6.03000020980835
2021-03-30,5.889999866485596
2021-03-31,6.150000095367432
2021-04-01,6.050000190734863
2021-04-02,5.860000133514404
2021-04-05,5.53000020980835
2021-04-06,5.639999866485596
2021-04-07,5.590000152587891
2021-04-08,5.460000038146973
2021-04-09,5.269999980926514
2021-04-12,4.880000114440918
2021-04-13,4.739999771118164
2021-04-14,5.210000038146973
2021-04-15,4.920000076293945
2021-04-16,4.570000171661377
2021-04-19,4.190000057220459
2021-04-20,4.239999771118164
2021-04-21,4.050000190734863
2021-04-22,4.150000095367432
2021-04-26,4.289999961853027
2021-04-27,4.380000114440918
2021-04-28,4.25
2021-04-29,4.230000019073486
2021-04-30,4.179999828338623
2021-05-03,4.25
2021-05-04,4.039999961853027
2021-05-05,4.389999866485596
2021-05-06,4.53000020980835
2021-05-07,4.449999809265137
2021-05-10,4.409999847412109
2021-05-11,4.150000095367432
2021-05-12,4.159999847412109
2021-05-17,4.119999885559082
2021-05-18,4.010000228881836
2021-05-20,4.059999942779541
2021-05-21,4.070000171661377
2021-05-24,4.019999980926514
2021-05-25,3.819999933242798
2021-05-26,3.8399999141693115
2021-05-27,3.799999952316284
2021-05-28,3.7200000286102295
2021-05-31,4.059999942779541
2021-06-01,3.990000009536743
2021-06-02,3.9100000858306885
2021-06-03,3.8299999237060547
2021-06-04,3.890000104904175
2021-06-07,3.930000066757202
2021-06-08,3.869999885559082
2021-06-09,4.090000152587891
2021-06-10,3.9800000190734863
2021-06-11,3.9200000762939453
2021-06-14,3.700000047683716
2021-06-15,3.680000066757202
2021-06-16,3.5299999713897705
2021-06-17,3.369999885559082
2021-06-18,3.2899999618530273
2021-06-21,3.240000009536743
2021-06-22,3.259999990463257
2021-06-23,3.380000114440918
2021-06-24,3.180000066757202
2021-06-25,2.990000009536743
2021-06-28,2.869999885559082
2021-06-29,2.859999895095825
2021-06-30,2.940000057220459
2021-07-01,2.9100000858306885
2021-07-02,2.880000114440918
2021-07-05,2.890000104904175
2021-07-06,2.8299999237060547
2021-07-07,2.6600000858306885
2021-07-08,2.6700000762939453
2021-07-09,2.4600000381469727
2021-07-12,2.5199999809265137
2021-07-13,2.4200000762939453
2021-07-14,2.450000047683716
2021-07-16,2.5199999809265137
2021-07-19,2.559999942779541
2021-07-26,2.5399999618530273
2021-07-27,2.5799999237060547
2021-07-28,2.5399999618530273
2021-07-29,2.5399999618530273
2021-07-30,2.7699999809265137
2021-08-02,2.7200000286102295
2021-08-03,2.630000114440918
2021-08-04,2.8399999141693115
2021-08-05,3.059999942779541
2021-08-06,3.0199999809265137
2021-08-09,3.0799999237060547
2021-08-10,3.1500000953674316
2021-08-11,3.3299999237060547
2021-08-12,3.3499999046325684
2021-08-13,3.3399999141693115
2021-08-16,3.299999952316284
2021-08-17,3.3399999141693115
2021-08-18,2.8706560134887695
2021-08-19,2.988168954849243
2021-08-20,3.0637118816375732
2021-08-23,3.139256000518799
2021-08-24,3.0553181171417236
2021-08-25,3.088892936706543
2021-08-26,3.030137062072754
2021-08-27,2.8454749584198
2021-08-31,2.761538028717041
2021-09-01,3.0299999713897705
2021-09-02,3.25
2021-09-03,3.2300000190734863
2021-09-06,3.4200000762939453
2021-09-07,3.369999885559082
2021-09-08,3.2799999713897705
2021-09-09,3.259999990463257
2021-09-10,3.2300000190734863
2021-09-13,3.3499999046325684
2021-09-14,3.319999933242798
2021-09-15,3.2699999809265137
2021-09-16,3.2300000190734863
2021-09-17,3.2799999713897705
2021-09-20,3.130000114440918
2021-09-21,2.869999885559082
2021-09-22,3.130000114440918
2021-09-23,3.0799999237060547
2021-09-24,3.0
2021-09-27,2.9000000953674316
2021-09-28,2.7899999618530273
2021-09-29,2.7899999618530273
2021-09-30,2.8299999237060547
2021-10-01,2.819999933242798
2021-10-04,2.809999942779541
2021-10-05,2.7699999809265137
2021-10-06,2.8499999046325684
2021-10-07,2.859999895095825
2021-10-08,2.890000104904175
2021-10-11,3.1600000858306885
2021-10-12,3.0399999618530273
2021-10-13,3.009999990463257
2021-10-14,2.880000114440918
2021-10-15,2.9000000953674316
2021-10-18,3.0
2021-10-19,3.109999895095825
2021-10-20,3.0899999141693115
2021-10-21,3.130000114440918
2021-10-22,3.049999952316284
2021-10-25,2.930000066757202
2021-10-26,2.930000066757202
2021-10-27,2.890000104904175
2021-10-28,2.890000104904175
2021-11-01,2.869999885559082
2021-11-02,2.7899999618530273
2021-11-03,2.809999942779541
2021-11-04,2.819999933242798
2021-11-05,2.809999942779541
2021-11-08,2.7899999618530273
2021-11-09,2.75
2021-11-10,2.799999952316284
2021-11-11,2.7699999809265137
2021-11-12,2.7699999809265137
2021-11-15,2.7799999713897705
2021-11-16,2.690000057220459
2021-11-17,2.6700000762939453
2021-11-18,2.640000104904175
2021-11-19,2.5999999046325684
2021-11-22,2.690000057220459
2021-11-23,2.609999895095825
2021-11-24,2.619999885559082
2021-11-25,2.5799999237060547
2021-11-26,2.5199999809265137
2021-11-29,2.7699999809265137
2021-11-30,2.9100000858306885
2021-12-01,2.819999933242798
2021-12-02,2.9000000953674316
2021-12-03,2.9100000858306885
2021-12-06,3.069999933242798
2021-12-07,3.109999895095825
2021-12-08,3.0199999809265137
2021-12-09,3.049999952316284
2021-12-10,3.0799999237060547
2021-12-13,3.069999933242798
2021-12-14,3.0
2021-12-15,2.9100000858306885
2021-12-16,3.0199999809265137
2021-12-17,2.759999990463257
2021-12-20,2.759999990463257
2021-12-21,2.75
2021-12-22,2.819999933242798
2021-12-23,2.869999885559082
2021-12-24,2.859999895095825
2021-12-27,2.8299999237060547
2021-12-28,2.7799999713897705
2021-12-29,2.880000114440918
2021-12-30,2.8399999141693115
2021-12-31,2.869999885559082
2022-01-03,2.9800000190734863
2022-01-04,2.9600000381469727
2022-01-05,2.9800000190734863
2022-01-06,2.890000104904175
2022-01-07,2.9200000762939453
2022-01-10,2.9100000858306885
2022-01-11,2.9800000190734863
2022-01-12,3.069999933242798
2022-01-13,3.0199999809265137
2022-01-14,2.990000009536743
2022-01-17,3.2799999713897705
2022-01-18,3.180000066757202
2022-01-19,3.450000047683716
2022-01-20,3.369999885559082
2022-01-21,3.430000066757202
2022-01-24,3.25
2022-01-25,3.130000114440918
2022-01-26,3.0799999237060547
2022-01-27,3.130000114440918
2022-01-28,3.119999885559082
2022-01-31,3.299999952316284
2022-02-01,3.25
2022-02-02,3.190000057220459
2022-02-03,3.200000047683716
2022-02-04,3.180000066757202
2022-02-07,3.309999942779541
2022-02-08,3.259999990463257
2022-02-09,3.2200000286102295
2022-02-10,3.259999990463257
2022-02-11,3.450000047683716
2022-02-14,3.440000057220459
2022-02-15,3.4800000190734863
2022-02-16,3.430000066757202
2022-02-17,3.3399999141693115
2022-02-18,3.450000047683716
2022-02-21,3.390000104904175
2022-02-22,3.2699999809265137
2022-02-23,3.319999933242798
2022-02-24,2.990000009536743
2022-02-25,3.130000114440918
2022-02-28,3.0899999141693115
2022-03-01,3.1500000953674316
2022-03-02,3.119999885559082
2022-03-03,3.309999942779541
2022-03-04,3.4600000381469727
2022-03-07,3.5
2022-03-08,3.609999895095825
2022-03-09,3.7699999809265137
2022-03-10,3.880000114440918
2022-03-11,4.0
2022-03-14,4.25
2022-03-15,4.53000020980835
2022-03-16,4.539999961853027
2022-03-17,4.730000019073486
2022-03-18,4.730000019073486
2022-03-21,4.639999866485596
2022-03-22,4.429999828338623
2022-03-23,4.440000057220459
2022-03-24,4.420000076293945
2022-03-25,4.690000057220459
2022-03-28,4.800000190734863
2022-03-29,5.0
2022-03-30,4.989999771118164
2022-03-31,5.090000152587891
2022-04-01,5.159999847412109
2022-04-04,4.940000057220459
2022-04-05,5.0
2022-04-06,5.0
2022-04-07,4.940000057220459
2022-04-08,4.989999771118164
2022-04-11,5.03000020980835
2022-04-12,5.179999828338623
2022-04-13,5.150000095367432
2022-04-14,5.489999771118164
2022-04-15,5.659999847412109
2022-04-18,5.849999904632568
2022-04-19,5.929999828338623
2022-04-20,6.289999961853027
2022-04-21,6.550000190734863
2022-04-22,6.800000190734863
2022-04-25,6.75
2022-04-26,7.010000228881836
2022-04-27,6.800000190734863
2022-04-28,6.659999847412109
2022-04-29,7.150000095367432
2022-05-05,7.079999923706055
2022-05-06,6.960000038146973
2022-05-09,6.920000076293945
2022-05-10,6.940000057220459
2022-05-11,6.739999771118164
2022-05-12,6.690000057220459
2022-05-13,6.929999828338623
2022-05-16,6.889999866485596
2022-05-17,6.909999847412109
2022-05-18,6.920000076293945
2022-05-20,7.110000133514404
2022-05-23,7.599999904632568
2022-05-24,8.029999732971191
2022-05-25,8.170000076293945
2022-05-26,8.15999984741211
2022-05-27,8.0600004196167
2022-05-30,7.920000076293945
2022-05-31,7.889999866485596
2022-06-01,7.849999904632568
2022-06-02,8.029999732971191
2022-06-03,8.010000228881836
2022-06-06,7.900000095367432
2022-06-07,7.889999866485596
2022-06-08,7.5
2022-06-09,6.75
2022-06-10,6.079999923706055
2022-06-13,5.480000019073486
2022-06-14,4.940000057220459
2022-06-15,4.449999809265137
2022-06-16,4.889999866485596
2022-06-17,4.940000057220459
2022-06-20,5.010000228881836
2022-06-21,4.889999866485596
2022-06-22,5.019999980926514
2022-06-23,4.920000076293945
2022-06-24,4.730000019073486
2022-06-27,4.539999961853027
2022-06-28,4.25
2022-06-29,4.28000020980835
2022-06-30,4.190000057220459
2022-07-01,4.28000020980835
2022-07-04,4.210000038146973
2022-07-05,4.019999980926514
2022-07-06,4.03000020980835
2022-07-07,4.159999847412109
2022-07-08,4.239999771118164
2022-07-13,4.360000133514404
2022-07-14,4.789999961853027
2022-07-18,4.75
2022-07-19,4.710000038146973
2022-07-20,4.699999809265137
2022-07-21,5.110000133514404
2022-07-22,5.400000095367432
2022-07-25,5.730000019073486
2022-07-26,5.96999979019165
2022-07-27,5.840000152587891
2022-07-28,5.769999980926514
2022-07-29,5.760000228881836
