Date,EGGUB.IS
2020-11-26,143.60000610351562
2020-11-27,138.60000610351562
2020-11-30,131.39999389648438
2020-12-01,136.89999389648438
2020-12-02,134.89999389648438
2020-12-03,133.6999969482422
2020-12-04,133.39999389648438
2020-12-07,130.39999389648438
2020-12-08,130.3000030517578
2020-12-09,129.89999389648438
2020-12-10,130.0
2020-12-11,133.0
2020-12-14,134.89999389648438
2020-12-15,132.1999969482422
2020-12-16,130.8000030517578
2020-12-17,130.5
2020-12-18,132.8000030517578
2020-12-21,137.8000030517578
2020-12-22,151.5
2020-12-23,156.0
2020-12-24,149.60000610351562
2020-12-25,143.6999969482422
2020-12-28,148.5
2020-12-29,145.3000030517578
2020-12-30,145.5
2020-12-31,145.1999969482422
2021-01-04,148.60000610351562
2021-01-05,145.0
2021-01-06,159.5
2021-01-07,175.39999389648438
2021-01-08,182.0
2021-01-11,199.89999389648438
2021-01-12,202.89999389648438
2021-01-13,217.6999969482422
2021-01-14,229.3000030517578
2021-01-15,226.8000030517578
2021-01-18,239.5
2021-01-19,229.10000610351562
2021-01-20,229.5
2021-01-21,228.39999389648438
2021-01-22,231.10000610351562
2021-01-25,232.0
2021-01-26,223.0
2021-01-27,200.6999969482422
2021-01-28,220.6999969482422
2021-01-29,222.5
2021-02-01,219.1999969482422
2021-02-02,220.5
2021-02-03,217.1999969482422
2021-02-04,223.39999389648438
2021-02-05,220.60000610351562
2021-02-08,220.8000030517578
2021-02-09,220.39999389648438
2021-02-10,242.39999389648438
2021-02-11,241.1999969482422
2021-02-12,232.39999389648438
2021-02-15,235.6999969482422
2021-02-16,230.5
2021-02-17,225.0
2021-02-18,225.39999389648438
2021-02-19,227.3000030517578
2021-02-22,225.0
2021-02-23,215.0
2021-02-24,206.89999389648438
2021-02-25,204.3000030517578
2021-02-26,224.6999969482422
2021-03-01,228.5
2021-03-02,219.8000030517578
2021-03-03,217.0
2021-03-04,220.39999389648438
2021-03-05,219.0
2021-03-08,219.0
2021-03-09,222.1999969482422
2021-03-10,223.10000610351562
2021-03-11,228.39999389648438
2021-03-12,226.6999969482422
2021-03-15,249.3000030517578
2021-03-16,236.0
2021-03-17,227.8000030517578
2021-03-18,224.6999969482422
2021-03-19,217.6999969482422
2021-03-22,196.0
2021-03-23,204.0
2021-03-24,214.0
2021-03-25,205.89999389648438
2021-03-26,201.6999969482422
2021-03-29,199.1999969482422
2021-03-30,202.0
2021-03-31,209.5
2021-04-01,210.8000030517578
2021-04-02,208.1999969482422
2021-04-05,229.0
2021-04-06,216.8000030517578
2021-04-07,220.5
2021-04-08,218.0
2021-04-09,219.1999969482422
2021-04-12,229.60000610351562
2021-04-13,220.3000030517578
2021-04-14,230.10000610351562
2021-04-15,231.60000610351562
2021-04-16,245.6999969482422
2021-04-19,255.1999969482422
2021-04-20,234.1999969482422
2021-04-21,218.5
2021-04-22,221.3000030517578
2021-04-26,228.0
2021-04-27,226.39999389648438
2021-04-28,234.1999969482422
2021-04-29,223.5
2021-04-30,217.8000030517578
2021-05-03,219.8000030517578
2021-05-04,217.8000030517578
2021-05-05,218.60000610351562
2021-05-06,217.10000610351562
2021-05-07,216.1999969482422
2021-05-10,216.5
2021-05-11,210.1999969482422
2021-05-12,207.5
2021-05-17,213.1999969482422
2021-05-18,213.1999969482422
2021-05-20,209.60000610351562
2021-05-21,208.1999969482422
2021-05-24,211.6999969482422
2021-05-25,201.39999389648438
2021-05-26,201.89999389648438
2021-05-27,199.0
2021-05-28,196.60000610351562
2021-05-31,201.39999389648438
2021-06-01,200.1999969482422
2021-06-02,197.10000610351562
2021-06-03,196.3000030517578
2021-06-04,201.3000030517578
2021-06-07,201.8000030517578
2021-06-08,199.39999389648438
2021-06-09,197.5
2021-06-10,190.8000030517578
2021-06-11,190.5
2021-06-14,182.0
2021-06-15,178.39999389648438
2021-06-16,181.39999389648438
2021-06-17,175.3000030517578
2021-06-18,166.5
2021-06-21,169.1999969482422
2021-06-22,166.0
2021-06-23,172.60000610351562
2021-06-24,185.39999389648438
2021-06-25,179.10000610351562
2021-06-28,175.0
2021-06-29,168.8000030517578
2021-06-30,167.6999969482422
2021-07-01,171.0
2021-07-02,172.0
2021-07-05,182.1999969482422
2021-07-06,178.0
2021-07-07,178.5
2021-07-08,172.8000030517578
2021-07-09,173.0
2021-07-12,165.39999389648438
2021-07-13,165.10000610351562
2021-07-14,170.8000030517578
2021-07-16,173.1999969482422
2021-07-19,173.60000610351562
2021-07-26,172.89999389648438
2021-07-27,171.0
2021-07-28,173.1999969482422
2021-07-29,176.6999969482422
2021-07-30,174.10000610351562
2021-08-02,174.3000030517578
2021-08-03,174.89999389648438
2021-08-04,179.60000610351562
2021-08-05,179.5
2021-08-06,178.1999969482422
2021-08-09,188.0
2021-08-10,189.6999969482422
2021-08-11,183.5
2021-08-12,183.39999389648438
2021-08-13,176.89999389648438
2021-08-16,177.0
2021-08-17,178.5
2021-08-18,180.89999389648438
2021-08-19,176.60000610351562
2021-08-20,175.0
2021-08-23,177.39999389648438
2021-08-24,176.39999389648438
2021-08-25,174.1999969482422
2021-08-26,172.6999969482422
2021-08-27,167.0
2021-08-31,171.1999969482422
2021-09-01,171.1999969482422
2021-09-02,170.8000030517578
2021-09-03,170.0
2021-09-06,170.0
2021-09-07,168.0
2021-09-08,166.10000610351562
2021-09-09,166.1999969482422
2021-09-10,166.6999969482422
2021-09-13,165.5
2021-09-14,163.8000030517578
2021-09-15,161.10000610351562
2021-09-16,159.3000030517578
2021-09-17,156.10000610351562
2021-09-20,152.6999969482422
2021-09-21,151.10000610351562
2021-09-22,153.0
2021-09-23,168.3000030517578
2021-09-24,170.39999389648438
2021-09-27,165.0
2021-09-28,163.5
2021-09-29,164.0
2021-09-30,164.1999969482422
2021-10-01,164.1999969482422
2021-10-04,173.5
2021-10-05,167.1999969482422
2021-10-06,163.10000610351562
2021-10-07,167.89999389648438
2021-10-08,167.3000030517578
2021-10-11,174.5
2021-10-12,171.60000610351562
2021-10-13,171.10000610351562
2021-10-14,175.0
2021-10-15,172.10000610351562
2021-10-18,176.0
2021-10-19,175.5
2021-10-20,178.1999969482422
2021-10-21,178.89999389648438
2021-10-22,179.89999389648438
2021-10-25,184.0
2021-10-26,184.60000610351562
2021-10-27,183.39999389648438
2021-10-28,181.60000610351562
2021-11-01,184.8000030517578
2021-11-02,180.0
2021-11-03,177.8000030517578
2021-11-04,176.39999389648438
2021-11-05,175.39999389648438
2021-11-08,176.6999969482422
2021-11-09,176.10000610351562
2021-11-10,176.8000030517578
2021-11-11,172.89999389648438
2021-11-12,173.60000610351562
2021-11-15,175.60000610351562
2021-11-16,174.0
2021-11-17,176.5
2021-11-18,183.8000030517578
2021-11-19,185.8000030517578
2021-11-22,204.3000030517578
2021-11-23,210.10000610351562
2021-11-24,213.10000610351562
2021-11-25,215.0
2021-11-26,223.89999389648438
2021-11-29,231.3000030517578
2021-11-30,236.5
2021-12-01,230.0
2021-12-02,229.10000610351562
2021-12-03,239.6999969482422
2021-12-06,236.10000610351562
2021-12-07,248.89999389648438
2021-12-08,265.3999938964844
2021-12-09,260.0
2021-12-10,273.70001220703125
2021-12-13,279.5
2021-12-14,274.1000061035156
2021-12-15,270.8999938964844
2021-12-16,274.70001220703125
2021-12-17,248.5
2021-12-20,242.0
2021-12-21,223.1999969482422
2021-12-22,214.60000610351562
2021-12-23,214.39999389648438
2021-12-24,223.0
2021-12-27,238.1999969482422
2021-12-28,225.89999389648438
2021-12-29,224.0
2021-12-30,220.60000610351562
2021-12-31,225.0
2022-01-03,228.0
2022-01-04,225.10000610351562
2022-01-05,225.5
2022-01-06,221.89999389648438
2022-01-07,223.0
2022-01-10,225.5
2022-01-11,221.5
2022-01-12,221.89999389648438
2022-01-13,220.5
2022-01-14,221.6999969482422
2022-01-17,222.0
2022-01-18,214.10000610351562
2022-01-19,221.89999389648438
2022-01-20,216.60000610351562
2022-01-21,214.0
2022-01-24,202.89999389648438
2022-01-25,200.1999969482422
2022-01-26,198.89999389648438
2022-01-27,209.0
2022-01-28,222.1999969482422
2022-01-31,221.8000030517578
2022-02-01,218.0
2022-02-02,215.89999389648438
2022-02-03,213.1999969482422
2022-02-04,214.8000030517578
2022-02-07,218.8000030517578
2022-02-08,220.39999389648438
2022-02-09,218.39999389648438
2022-02-10,216.1999969482422
2022-02-11,214.6999969482422
2022-02-14,208.1999969482422
2022-02-15,210.0
2022-02-16,214.89999389648438
2022-02-17,209.5
2022-02-18,211.0
2022-02-21,211.6999969482422
2022-02-22,205.0
2022-02-23,205.60000610351562
2022-02-24,185.10000610351562
2022-02-25,196.8000030517578
2022-02-28,192.0
2022-03-01,192.0
2022-03-02,190.5
2022-03-03,193.6999969482422
2022-03-04,190.5
2022-03-07,189.89999389648438
2022-03-08,193.1999969482422
2022-03-09,197.6999969482422
2022-03-10,200.60000610351562
2022-03-11,197.5
2022-03-14,200.89999389648438
2022-03-15,198.6999969482422
2022-03-16,201.8000030517578
2022-03-17,202.8000030517578
2022-03-18,216.60000610351562
2022-03-21,217.0
2022-03-22,219.6999969482422
2022-03-23,221.6999969482422
2022-03-24,217.0
2022-03-25,215.1999969482422
2022-03-28,214.60000610351562
2022-03-29,214.89999389648438
2022-03-30,214.60000610351562
2022-03-31,212.39999389648438
2022-04-01,211.1999969482422
2022-04-04,217.0
2022-04-05,215.60000610351562
2022-04-06,218.8000030517578
2022-04-07,217.89999389648438
2022-04-08,222.6999969482422
2022-04-11,223.5
2022-04-12,221.89999389648438
2022-04-13,231.1999969482422
2022-04-14,228.6999969482422
2022-04-15,234.0
2022-04-18,243.1999969482422
2022-04-19,234.1999969482422
2022-04-20,234.3000030517578
2022-04-21,233.8000030517578
2022-04-22,222.10000610351562
2022-04-25,220.60000610351562
2022-04-26,229.0
2022-04-27,229.0
2022-04-28,251.89999389648438
2022-04-29,249.5
2022-05-05,245.0
2022-05-06,244.39999389648438
2022-05-09,233.8000030517578
2022-05-10,234.39999389648438
2022-05-11,224.8000030517578
2022-05-12,219.89999389648438
2022-05-13,222.10000610351562
2022-05-16,229.1999969482422
2022-05-17,225.6999969482422
2022-05-18,229.5
2022-05-20,225.10000610351562
2022-05-23,217.39999389648438
2022-05-24,217.5
2022-05-25,218.0
2022-05-26,218.5
2022-05-27,216.10000610351562
2022-05-30,218.0
2022-05-31,217.39999389648438
2022-06-01,209.8000030517578
2022-06-02,207.60000610351562
2022-06-03,203.10000610351562
2022-06-06,203.5
2022-06-07,204.0
2022-06-08,197.0
2022-06-09,202.60000610351562
2022-06-10,198.60000610351562
2022-06-13,196.5
2022-06-14,196.0
2022-06-15,202.89999389648438
2022-06-16,198.5
2022-06-17,201.10000610351562
2022-06-20,203.10000610351562
2022-06-21,203.5
2022-06-22,202.5
2022-06-23,206.6999969482422
2022-06-24,203.39999389648438
2022-06-27,201.5
2022-06-28,199.39999389648438
2022-06-29,199.8000030517578
2022-06-30,197.39999389648438
2022-07-01,195.5
2022-07-04,194.39999389648438
2022-07-05,202.1999969482422
2022-07-06,196.5
2022-07-07,196.6999969482422
2022-07-08,202.0
2022-07-13,215.89999389648438
2022-07-14,215.0
2022-07-18,221.0
2022-07-19,221.6999969482422
2022-07-20,224.5
2022-07-21,221.8000030517578
2022-07-22,215.0
2022-07-25,211.5
2022-07-26,207.89999389648438
2022-07-27,209.1999969482422
2022-07-28,211.89999389648438
2022-07-29,210.39999389648438
