Date,TTRAK.IS
2020-11-30,138.5
2020-12-01,139.89999389648438
2020-12-02,140.1999969482422
2020-12-03,139.5
2020-12-04,144.1999969482422
2020-12-07,142.8000030517578
2020-12-08,142.0
2020-12-09,144.89999389648438
2020-12-10,153.89999389648438
2020-12-11,152.8000030517578
2020-12-14,152.39999389648438
2020-12-15,152.60000610351562
2020-12-16,163.5
2020-12-17,161.1999969482422
2020-12-18,159.1999969482422
2020-12-21,157.39999389648438
2020-12-22,159.0
2020-12-23,161.39999389648438
2020-12-24,160.0
2020-12-25,159.39999389648438
2020-12-28,162.39999389648438
2020-12-29,165.39999389648438
2020-12-30,167.3000030517578
2020-12-31,177.39999389648438
2021-01-04,183.3000030517578
2021-01-05,185.60000610351562
2021-01-06,193.0
2021-01-07,191.10000610351562
2021-01-08,184.1999969482422
2021-01-11,184.10000610351562
2021-01-12,183.0
2021-01-13,190.39999389648438
2021-01-14,184.39999389648438
2021-01-15,178.1999969482422
2021-01-18,181.0
2021-01-19,180.89999389648438
2021-01-20,187.0
2021-01-21,190.10000610351562
2021-01-22,189.0
2021-01-25,186.5
2021-01-26,183.6999969482422
2021-01-27,176.10000610351562
2021-01-28,178.89999389648438
2021-01-29,176.10000610351562
2021-02-01,177.0
2021-02-02,176.6999969482422
2021-02-03,182.60000610351562
2021-02-04,178.0
2021-02-05,178.5
2021-02-08,189.8000030517578
2021-02-09,184.3000030517578
2021-02-10,185.39999389648438
2021-02-11,190.3000030517578
2021-02-12,204.39999389648438
2021-02-15,205.39999389648438
2021-02-16,202.1999969482422
2021-02-17,216.60000610351562
2021-02-18,227.0
2021-02-19,219.8000030517578
2021-02-22,226.0
2021-02-23,219.10000610351562
2021-02-24,210.89999389648438
2021-02-25,209.5
2021-02-26,215.3000030517578
2021-03-01,225.39999389648438
2021-03-02,219.39999389648438
2021-03-03,223.0
2021-03-04,220.1999969482422
2021-03-05,218.1999969482422
2021-03-08,218.6999969482422
2021-03-09,215.89999389648438
2021-03-10,221.6999969482422
2021-03-11,217.5
2021-03-12,225.89999389648438
2021-03-15,224.60000610351562
2021-03-16,235.0
2021-03-17,245.10000610351562
2021-03-18,246.89999389648438
2021-03-19,241.39999389648438
2021-03-22,217.3000030517578
2021-03-23,215.8000030517578
2021-03-24,236.0
2021-03-25,209.89999389648438
2021-03-26,208.6999969482422
2021-03-29,206.89999389648438
2021-03-30,210.0
2021-03-31,206.6999969482422
2021-04-01,210.1999969482422
2021-04-02,211.10000610351562
2021-04-05,220.39999389648438
2021-04-06,214.6999969482422
2021-04-07,211.5
2021-04-08,210.3000030517578
2021-04-09,207.5
2021-04-12,199.0
2021-04-13,205.5
2021-04-14,213.0
2021-04-15,207.6999969482422
2021-04-16,214.6999969482422
2021-04-19,225.0
2021-04-20,211.60000610351562
2021-04-21,202.1999969482422
2021-04-22,205.39999389648438
2021-04-26,217.8000030517578
2021-04-27,210.39999389648438
2021-04-28,212.10000610351562
2021-04-29,208.60000610351562
2021-04-30,208.8000030517578
2021-05-03,208.89999389648438
2021-05-04,206.10000610351562
2021-05-05,206.5
2021-05-06,204.8000030517578
2021-05-07,207.60000610351562
2021-05-10,211.5
2021-05-11,204.5
2021-05-12,204.10000610351562
2021-05-17,201.3000030517578
2021-05-18,200.39999389648438
2021-05-20,197.5
2021-05-21,195.60000610351562
2021-05-24,193.5
2021-05-25,185.5
2021-05-26,185.3000030517578
2021-05-27,186.6999969482422
2021-05-28,184.5
2021-05-31,185.60000610351562
2021-06-01,183.1999969482422
2021-06-02,181.3000030517578
2021-06-03,183.8000030517578
2021-06-04,183.89999389648438
2021-06-07,183.5
2021-06-08,184.10000610351562
2021-06-09,184.1999969482422
2021-06-10,183.3000030517578
2021-06-11,183.10000610351562
2021-06-14,178.8000030517578
2021-06-15,173.3000030517578
2021-06-16,172.8000030517578
2021-06-17,173.39999389648438
2021-06-18,171.0
2021-06-21,171.39999389648438
2021-06-22,173.0
2021-06-23,172.89999389648438
2021-06-24,173.39999389648438
2021-06-25,173.0
2021-06-28,169.1999969482422
2021-06-29,171.0
2021-06-30,169.1999969482422
2021-07-01,179.6999969482422
2021-07-02,176.0
2021-07-05,175.3000030517578
2021-07-06,178.60000610351562
2021-07-07,171.6999969482422
2021-07-08,168.89999389648438
2021-07-09,170.5
2021-07-12,166.3000030517578
2021-07-13,162.1999969482422
2021-07-14,167.5
2021-07-16,166.89999389648438
2021-07-19,164.89999389648438
2021-07-26,165.60000610351562
2021-07-27,166.60000610351562
2021-07-28,168.89999389648438
2021-07-29,170.5
2021-07-30,169.1999969482422
2021-08-02,171.89999389648438
2021-08-03,172.89999389648438
2021-08-04,181.10000610351562
2021-08-05,181.0
2021-08-06,178.8000030517578
2021-08-09,181.3000030517578
2021-08-10,176.10000610351562
2021-08-11,170.8000030517578
2021-08-12,174.0
2021-08-13,177.6999969482422
2021-08-16,177.0
2021-08-17,180.10000610351562
2021-08-18,175.5
2021-08-19,172.89999389648438
2021-08-20,171.89999389648438
2021-08-23,171.1999969482422
2021-08-24,168.60000610351562
2021-08-25,170.0
2021-08-26,167.0
2021-08-27,171.0
2021-08-31,172.3000030517578
2021-09-01,171.0
2021-09-02,170.0
2021-09-03,170.10000610351562
2021-09-06,169.5
2021-09-07,166.89999389648438
2021-09-08,162.10000610351562
2021-09-09,166.8000030517578
2021-09-10,164.3000030517578
2021-09-13,163.3000030517578
2021-09-14,162.10000610351562
2021-09-15,160.3000030517578
2021-09-16,156.89999389648438
2021-09-17,159.6999969482422
2021-09-20,153.6999969482422
2021-09-21,151.5
2021-09-22,151.5
2021-09-23,153.39999389648438
2021-09-24,149.6999969482422
2021-09-27,151.0
2021-09-28,150.5
2021-09-29,151.3000030517578
2021-09-30,162.1999969482422
2021-10-01,168.0
2021-10-04,165.10000610351562
2021-10-05,162.0
2021-10-06,156.0
2021-10-07,158.0
2021-10-08,156.0
2021-10-11,158.3000030517578
2021-10-12,157.60000610351562
2021-10-13,166.10000610351562
2021-10-14,162.10000610351562
2021-10-15,163.5
2021-10-18,163.3000030517578
2021-10-19,163.0
2021-10-20,164.1999969482422
2021-10-21,172.0
2021-10-22,172.0
2021-10-25,172.5
2021-10-26,173.6999969482422
2021-10-27,170.0
2021-10-28,164.89999389648438
2021-11-01,164.39999389648438
2021-11-02,161.1999969482422
2021-11-03,158.10000610351562
2021-11-04,160.5
2021-11-05,162.3000030517578
2021-11-08,167.39999389648438
2021-11-09,169.89999389648438
2021-11-10,166.10000610351562
2021-11-11,165.0
2021-11-12,173.8000030517578
2021-11-15,183.0
2021-11-16,177.10000610351562
2021-11-17,183.0
2021-11-18,184.39999389648438
2021-11-19,183.60000610351562
2021-11-22,189.3000030517578
2021-11-23,195.0
2021-11-24,193.5
2021-11-25,197.1999969482422
2021-11-26,194.89999389648438
2021-11-29,196.8000030517578
2021-11-30,194.6999969482422
2021-12-01,201.6999969482422
2021-12-02,211.89999389648438
2021-12-03,219.5
2021-12-06,217.6999969482422
2021-12-07,228.0
2021-12-08,228.5
2021-12-09,231.0
2021-12-10,230.39999389648438
2021-12-13,232.5
2021-12-14,235.10000610351562
2021-12-15,229.10000610351562
2021-12-16,237.1999969482422
2021-12-17,217.8000030517578
2021-12-20,212.0
2021-12-21,192.89999389648438
2021-12-22,190.3000030517578
2021-12-23,190.6999969482422
2021-12-24,208.0
2021-12-27,209.0
2021-12-28,209.0
2021-12-29,213.5
2021-12-30,214.0
2021-12-31,224.0
2022-01-03,227.3000030517578
2022-01-04,226.5
2022-01-05,228.6999969482422
2022-01-06,225.0
2022-01-07,225.0
2022-01-10,227.89999389648438
2022-01-11,222.39999389648438
2022-01-12,220.1999969482422
2022-01-13,228.10000610351562
2022-01-14,237.0
2022-01-17,242.39999389648438
2022-01-18,225.5
2022-01-19,232.5
2022-01-20,228.5
2022-01-21,224.1999969482422
2022-01-24,213.6999969482422
2022-01-25,216.5
2022-01-26,216.3000030517578
2022-01-27,219.5
2022-01-28,216.89999389648438
2022-01-31,220.10000610351562
2022-02-01,225.5
2022-02-02,219.10000610351562
2022-02-03,213.8000030517578
2022-02-04,215.0
2022-02-07,221.60000610351562
2022-02-08,219.5
2022-02-09,221.39999389648438
2022-02-10,220.3000030517578
2022-02-11,221.39999389648438
2022-02-14,217.39999389648438
2022-02-15,220.10000610351562
2022-02-16,227.5
2022-02-17,221.89999389648438
2022-02-18,225.5
2022-02-21,234.1999969482422
2022-02-22,228.5
2022-02-23,226.10000610351562
2022-02-24,203.5
2022-02-25,219.60000610351562
2022-02-28,212.8000030517578
2022-03-01,213.60000610351562
2022-03-02,210.6999969482422
2022-03-03,212.6999969482422
2022-03-04,209.5
2022-03-07,207.8000030517578
2022-03-08,211.39999389648438
2022-03-09,214.5
2022-03-10,211.6999969482422
2022-03-11,214.60000610351562
2022-03-14,223.0
2022-03-15,223.3000030517578
2022-03-16,223.89999389648438
2022-03-17,232.10000610351562
2022-03-18,231.89999389648438
2022-03-21,234.10000610351562
2022-03-22,251.5
2022-03-23,262.20001220703125
2022-03-24,273.1000061035156
2022-03-25,271.0
2022-03-28,236.6999969482422
2022-03-29,241.0
2022-03-30,234.39999389648438
2022-03-31,232.5
2022-04-01,229.1999969482422
2022-04-04,233.0
2022-04-05,241.0
2022-04-06,237.6999969482422
2022-04-07,239.89999389648438
2022-04-08,240.1999969482422
2022-04-11,242.89999389648438
2022-04-12,244.0
2022-04-13,239.8000030517578
2022-04-14,239.5
2022-04-15,239.89999389648438
2022-04-18,242.10000610351562
2022-04-19,248.10000610351562
2022-04-20,252.5
2022-04-21,252.0
2022-04-22,240.39999389648438
2022-04-25,238.10000610351562
2022-04-26,230.1999969482422
2022-04-27,229.8000030517578
2022-04-28,233.5
2022-04-29,235.5
2022-05-05,241.6999969482422
2022-05-06,239.0
2022-05-09,237.39999389648438
2022-05-10,237.1999969482422
2022-05-11,231.0
2022-05-12,225.0
2022-05-13,232.10000610351562
2022-05-16,233.6999969482422
2022-05-17,238.60000610351562
2022-05-18,233.6999969482422
2022-05-20,228.10000610351562
2022-05-23,225.6999969482422
2022-05-24,225.5
2022-05-25,228.0
2022-05-26,230.39999389648438
2022-05-27,232.60000610351562
2022-05-30,238.6999969482422
2022-05-31,242.60000610351562
2022-06-01,241.10000610351562
2022-06-02,240.39999389648438
2022-06-03,238.3000030517578
2022-06-06,242.39999389648438
2022-06-07,243.39999389648438
2022-06-08,248.10000610351562
2022-06-09,239.8000030517578
2022-06-10,234.39999389648438
2022-06-13,227.1999969482422
2022-06-14,229.3000030517578
2022-06-15,231.89999389648438
2022-06-16,227.5
2022-06-17,229.10000610351562
2022-06-20,228.10000610351562
2022-06-21,233.5
2022-06-22,235.8000030517578
2022-06-23,233.39999389648438
2022-06-24,233.39999389648438
2022-06-27,230.6999969482422
2022-06-28,227.0
2022-06-29,219.3000030517578
2022-06-30,217.8000030517578
2022-07-01,219.8000030517578
2022-07-04,215.89999389648438
2022-07-05,211.8000030517578
2022-07-06,214.0
2022-07-07,215.60000610351562
2022-07-08,218.3000030517578
2022-07-13,215.5
2022-07-14,216.1999969482422
2022-07-18,219.60000610351562
2022-07-19,224.39999389648438
2022-07-20,224.3000030517578
2022-07-21,225.6999969482422
2022-07-22,226.8000030517578
2022-07-25,228.0
2022-07-26,227.8000030517578
2022-07-27,227.5
2022-07-28,233.0
2022-07-29,237.1999969482422
