Date,DARDL.IS
2020-11-24,25.280000686645508
2020-11-25,24.920000076293945
2020-11-26,24.5
2020-11-27,24.399999618530273
2020-11-30,25.360000610351562
2020-12-01,25.68000030517578
2020-12-02,26.5
2020-12-03,25.799999237060547
2020-12-04,25.0
2020-12-07,24.979999542236328
2020-12-08,26.0
2020-12-09,27.5
2020-12-10,27.700000762939453
2020-12-11,29.0
2020-12-14,27.0
2020-12-15,27.600000381469727
2020-12-16,26.5
2020-12-17,26.799999237060547
2020-12-18,25.799999237060547
2020-12-21,25.600000381469727
2020-12-22,26.5
2020-12-23,29.139999389648438
2020-12-24,32.040000915527344
2020-12-25,34.0
2020-12-28,31.15999984741211
2020-12-29,30.200000762939453
2020-12-30,34.0
2020-12-31,33.0
2021-01-04,35.0
2021-01-05,33.91999816894531
2021-01-06,33.0
2021-01-07,31.299999237060547
2021-01-08,31.0
2021-01-11,31.0
2021-01-12,31.219999313354492
2021-01-13,31.100000381469727
2021-01-14,31.1200008392334
2021-01-15,30.200000762939453
2021-01-18,31.0
2021-01-19,31.0
2021-01-20,30.260000228881836
2021-01-21,31.0
2021-01-22,32.02000045776367
2021-01-25,34.0
2021-01-26,31.65999984741211
2021-01-27,30.0
2021-01-28,31.0
2021-01-29,32.2400016784668
2021-02-01,32.31999969482422
2021-02-02,31.600000381469727
2021-02-03,32.5
2021-02-04,31.979999542236328
2021-02-05,31.959999084472656
2021-02-08,32.099998474121094
2021-02-09,31.6200008392334
2021-02-10,31.940000534057617
2021-02-11,31.799999237060547
2021-02-12,34.97999954223633
2021-02-15,33.65999984741211
2021-02-16,32.41999816894531
2021-02-17,31.5
2021-02-18,31.360000610351562
2021-02-19,32.97999954223633
2021-02-22,36.2599983215332
2021-02-23,34.599998474121094
2021-02-24,31.260000228881836
2021-02-25,32.720001220703125
2021-02-26,31.65999984741211
2021-03-01,31.5
2021-03-02,31.020000457763672
2021-03-03,30.739999771118164
2021-03-04,32.439998626708984
2021-03-05,32.220001220703125
2021-03-08,32.15999984741211
2021-03-09,32.15999984741211
2021-03-10,32.0
2021-03-11,31.700000762939453
2021-03-12,33.439998626708984
2021-03-15,33.880001068115234
2021-03-16,33.220001220703125
2021-03-17,33.5
2021-03-18,33.58000183105469
2021-03-19,33.20000076293945
2021-03-22,29.8799991607666
2021-03-23,31.280000686645508
2021-03-24,32.20000076293945
2021-03-25,31.520000457763672
2021-03-26,32.2599983215332
2021-03-29,32.0
2021-03-30,31.399999618530273
2021-03-31,31.600000381469727
2021-04-01,32.099998474121094
2021-04-02,31.34000015258789
2021-04-05,31.040000915527344
2021-04-06,29.979999542236328
2021-04-07,29.260000228881836
2021-04-08,28.520000457763672
2021-04-09,29.899999618530273
2021-04-12,28.200000762939453
2021-04-13,26.899999618530273
2021-04-14,26.81999969482422
2021-04-15,26.079999923706055
2021-04-16,25.200000762939453
2021-04-19,24.299999237060547
2021-04-20,22.0
2021-04-21,19.799999237060547
2021-04-22,21.3799991607666
2021-04-26,23.5
2021-04-27,25.84000015258789
2021-04-28,27.139999389648438
2021-04-29,25.3799991607666
2021-04-30,26.200000762939453
2021-05-03,25.920000076293945
2021-05-04,25.260000228881836
2021-05-05,24.139999389648438
2021-05-06,24.399999618530273
2021-05-07,24.6200008392334
2021-05-10,24.700000762939453
2021-05-11,24.579999923706055
2021-05-12,23.15999984741211
2021-05-17,22.520000457763672
2021-05-18,21.979999542236328
2021-05-20,21.040000915527344
2021-05-21,21.899999618530273
2021-05-24,21.700000762939453
2021-05-25,20.600000381469727
2021-05-26,20.440000534057617
2021-05-27,20.959999084472656
2021-05-28,20.920000076293945
2021-05-31,20.420000076293945
2021-06-01,20.979999542236328
2021-06-02,18.889999389648438
2021-06-03,18.940000534057617
2021-06-04,18.770000457763672
2021-06-07,18.239999771118164
2021-06-08,17.959999084472656
2021-06-09,17.969999313354492
2021-06-10,17.229999542236328
2021-06-11,16.530000686645508
2021-06-14,16.649999618530273
2021-06-15,16.059999465942383
2021-06-16,15.300000190734863
2021-06-17,14.699999809265137
2021-06-18,14.630000114440918
2021-06-21,14.140000343322754
2021-06-22,14.65999984741211
2021-06-23,14.210000038146973
2021-06-24,14.15999984741211
2021-06-25,14.0
2021-06-28,14.119999885559082
2021-06-29,13.890000343322754
2021-06-30,13.550000190734863
2021-07-01,14.899999618530273
2021-07-02,14.600000381469727
2021-07-05,14.210000038146973
2021-07-06,15.630000114440918
2021-07-07,14.899999618530273
2021-07-08,14.989999771118164
2021-07-09,14.760000228881836
2021-07-12,14.100000381469727
2021-07-13,13.699999809265137
2021-07-14,13.899999618530273
2021-07-16,14.300000190734863
2021-07-19,14.279999732971191
2021-07-26,14.0600004196167
2021-07-27,14.130000114440918
2021-07-28,14.119999885559082
2021-07-29,2.257158041000366
2021-07-30,2.279412031173706
2021-08-02,2.239672899246216
2021-08-03,2.2523889541625977
2021-08-04,2.2412619590759277
2021-08-05,2.2714641094207764
2021-08-06,2.2412619590759277
2021-08-09,2.231724977493286
2021-08-10,2.2523889541625977
2021-08-11,2.12363600730896
2021-08-12,2.3299999237060547
2021-08-13,2.559999942779541
2021-08-16,2.6500000953674316
2021-08-17,2.440000057220459
2021-08-18,2.380000114440918
2021-08-19,2.490000009536743
2021-08-20,2.4100000858306885
2021-08-23,2.6500000953674316
2021-08-24,2.690000057220459
2021-08-25,2.950000047683716
2021-08-26,2.9800000190734863
2021-08-27,3.130000114440918
2021-08-31,3.240000009536743
2021-09-01,3.4200000762939453
2021-09-02,3.140000104904175
2021-09-03,3.130000114440918
2021-09-06,3.049999952316284
2021-09-07,2.890000104904175
2021-09-08,2.8499999046325684
2021-09-09,2.9200000762939453
2021-09-10,2.9000000953674316
2021-09-13,2.880000114440918
2021-09-14,2.8299999237060547
2021-09-15,2.890000104904175
2021-09-16,2.8299999237060547
2021-09-17,2.8299999237060547
2021-09-20,2.680000066757202
2021-09-21,2.6500000953674316
2021-09-22,2.680000066757202
2021-09-23,2.630000114440918
2021-09-24,2.569999933242798
2021-09-27,2.6600000858306885
2021-09-28,2.559999942779541
2021-09-29,2.569999933242798
2021-09-30,2.609999895095825
2021-10-01,2.6500000953674316
2021-10-04,2.6600000858306885
2021-10-05,2.5999999046325684
2021-10-06,2.5199999809265137
2021-10-07,2.609999895095825
2021-10-08,2.549999952316284
2021-10-11,2.559999942779541
2021-10-12,2.5299999713897705
2021-10-13,2.569999933242798
2021-10-14,2.5399999618530273
2021-10-15,2.5399999618530273
2021-10-18,2.5799999237060547
2021-10-19,2.630000114440918
2021-10-20,2.569999933242798
2021-10-21,2.609999895095825
2021-10-22,2.609999895095825
2021-10-25,2.740000009536743
2021-10-26,2.7899999618530273
2021-10-27,2.8299999237060547
2021-10-28,2.859999895095825
2021-11-01,2.990000009536743
2021-11-02,2.9000000953674316
2021-11-03,2.880000114440918
2021-11-04,2.950000047683716
2021-11-05,2.799999952316284
2021-11-08,2.740000009536743
2021-11-09,2.630000114440918
2021-11-10,2.6500000953674316
2021-11-11,2.5999999046325684
2021-11-12,2.619999885559082
2021-11-15,2.6500000953674316
2021-11-16,2.609999895095825
2021-11-17,2.619999885559082
2021-11-18,2.5799999237060547
2021-11-19,2.690000057220459
2021-11-22,2.759999990463257
2021-11-23,2.640000104904175
2021-11-24,2.759999990463257
2021-11-25,2.7799999713897705
2021-11-26,2.799999952316284
2021-11-29,2.819999933242798
2021-11-30,2.7799999713897705
2021-12-01,2.880000114440918
2021-12-02,3.0
2021-12-03,3.130000114440918
2021-12-06,3.2300000190734863
2021-12-07,3.180000066757202
2021-12-08,3.009999990463257
2021-12-09,3.0199999809265137
2021-12-10,2.950000047683716
2021-12-13,2.950000047683716
2021-12-14,2.930000066757202
2021-12-15,2.819999933242798
2021-12-16,2.9000000953674316
2021-12-17,3.009999990463257
2021-12-20,2.940000057220459
2021-12-21,2.7899999618530273
2021-12-22,2.950000047683716
2021-12-23,2.869999885559082
2021-12-24,2.9600000381469727
2021-12-27,2.9200000762939453
2021-12-28,2.9200000762939453
2021-12-29,2.9600000381469727
2021-12-30,2.9000000953674316
2021-12-31,2.9100000858306885
2022-01-03,2.9600000381469727
2022-01-04,3.0799999237060547
2022-01-05,3.0399999618530273
2022-01-06,2.9700000286102295
2022-01-07,3.069999933242798
2022-01-10,3.0799999237060547
2022-01-11,3.240000009536743
2022-01-12,3.559999942779541
2022-01-13,3.5399999618530273
2022-01-14,3.890000104904175
2022-01-17,3.7699999809265137
2022-01-18,3.740000009536743
2022-01-19,3.990000009536743
2022-01-20,4.130000114440918
2022-01-21,3.940000057220459
2022-01-24,3.549999952316284
2022-01-25,3.700000047683716
2022-01-26,3.559999942779541
2022-01-27,3.509999990463257
2022-01-28,3.450000047683716
2022-01-31,3.509999990463257
2022-02-01,3.4600000381469727
2022-02-02,3.369999885559082
2022-02-03,3.359999895095825
2022-02-04,3.3299999237060547
2022-02-07,3.3299999237060547
2022-02-08,3.450000047683716
2022-02-09,3.430000066757202
2022-02-10,3.4000000953674316
2022-02-11,3.380000114440918
2022-02-14,3.240000009536743
2022-02-15,3.2799999713897705
2022-02-16,3.369999885559082
2022-02-17,3.2799999713897705
2022-02-18,3.2699999809265137
2022-02-21,3.2200000286102295
2022-02-22,3.0799999237060547
2022-02-23,3.009999990463257
2022-02-24,2.7100000381469727
2022-02-25,2.9000000953674316
2022-02-28,2.9800000190734863
2022-03-01,2.9700000286102295
2022-03-02,2.940000057220459
2022-03-03,2.9600000381469727
2022-03-04,2.880000114440918
2022-03-07,2.950000047683716
2022-03-08,3.009999990463257
2022-03-09,3.109999895095825
2022-03-10,3.0299999713897705
2022-03-11,3.049999952316284
2022-03-14,2.9600000381469727
2022-03-15,2.890000104904175
2022-03-16,2.880000114440918
2022-03-17,2.9000000953674316
2022-03-18,2.9200000762939453
2022-03-21,2.9200000762939453
2022-03-22,2.9200000762939453
2022-03-23,2.940000057220459
2022-03-24,2.9800000190734863
2022-03-25,2.9700000286102295
2022-03-28,3.069999933242798
2022-03-29,3.0
2022-03-30,2.9700000286102295
2022-03-31,2.9700000286102295
2022-04-01,2.9600000381469727
2022-04-04,2.9700000286102295
2022-04-05,2.9800000190734863
2022-04-06,3.0199999809265137
2022-04-07,3.0799999237060547
2022-04-08,3.109999895095825
2022-04-11,3.130000114440918
2022-04-12,3.0799999237060547
2022-04-13,3.0899999141693115
2022-04-14,3.2100000381469727
2022-04-15,3.190000057220459
2022-04-18,3.2100000381469727
2022-04-19,3.259999990463257
2022-04-20,3.309999942779541
2022-04-21,3.3499999046325684
2022-04-22,3.259999990463257
2022-04-25,3.190000057220459
2022-04-26,3.009999990463257
2022-04-27,3.0
2022-04-28,3.2100000381469727
2022-04-29,3.2300000190734863
2022-05-05,3.2699999809265137
2022-05-06,3.240000009536743
2022-05-09,3.190000057220459
2022-05-10,3.2100000381469727
2022-05-11,3.0799999237060547
2022-05-12,3.0399999618530273
2022-05-13,3.059999942779541
2022-05-16,3.0999999046325684
2022-05-17,3.059999942779541
2022-05-18,3.0299999713897705
2022-05-20,2.9700000286102295
2022-05-23,2.9800000190734863
2022-05-24,2.9700000286102295
2022-05-25,2.990000009536743
2022-05-26,2.990000009536743
2022-05-27,3.0899999141693115
2022-05-30,3.240000009536743
2022-05-31,3.180000066757202
2022-06-01,3.380000114440918
2022-06-02,3.5399999618530273
2022-06-03,3.5399999618530273
2022-06-06,3.7100000381469727
2022-06-07,3.8499999046325684
2022-06-08,3.740000009536743
2022-06-09,3.880000114440918
2022-06-10,3.5199999809265137
2022-06-13,3.680000066757202
2022-06-14,3.8499999046325684
2022-06-15,3.819999933242798
2022-06-16,3.880000114440918
2022-06-17,3.8499999046325684
2022-06-20,3.7799999713897705
2022-06-21,3.7699999809265137
2022-06-22,3.690000057220459
2022-06-23,3.799999952316284
2022-06-24,3.680000066757202
2022-06-27,3.6500000953674316
2022-06-28,3.509999990463257
2022-06-29,3.359999895095825
2022-06-30,3.569999933242798
2022-07-01,3.509999990463257
2022-07-04,3.5
2022-07-05,3.4200000762939453
2022-07-06,3.4100000858306885
2022-07-07,3.4800000190734863
2022-07-08,3.4700000286102295
2022-07-13,3.5199999809265137
2022-07-14,3.559999942779541
2022-07-18,3.5899999141693115
2022-07-19,3.5999999046325684
2022-07-20,3.680000066757202
2022-07-21,3.5899999141693115
2022-07-22,3.549999952316284
2022-07-25,3.559999942779541
2022-07-26,3.5
2022-07-27,3.5
2022-07-28,3.4700000286102295
2022-07-29,3.490000009536743
