Date,OTKAR.IS
2020-12-02,246.10000610351562
2020-12-03,240.0
2020-12-04,235.89999389648438
2020-12-07,229.1999969482422
2020-12-08,229.3000030517578
2020-12-09,225.8000030517578
2020-12-10,231.6999969482422
2020-12-11,232.0
2020-12-14,238.89999389648438
2020-12-15,241.89999389648438
2020-12-16,235.1999969482422
2020-12-17,236.60000610351562
2020-12-18,260.20001220703125
2020-12-21,286.20001220703125
2020-12-22,278.0
2020-12-23,275.20001220703125
2020-12-24,280.79998779296875
2020-12-25,279.8999938964844
2020-12-28,306.8999938964844
2020-12-29,322.79998779296875
2020-12-30,332.6000061035156
2020-12-31,321.0
2021-01-04,350.20001220703125
2021-01-05,365.0
2021-01-06,390.0
2021-01-07,430.8999938964844
2021-01-08,423.5
2021-01-11,396.5
2021-01-12,409.6000061035156
2021-01-13,440.3999938964844
2021-01-14,411.5
2021-01-15,404.1000061035156
2021-01-18,403.8999938964844
2021-01-19,394.3999938964844
2021-01-20,388.79998779296875
2021-01-21,375.0
2021-01-22,402.6000061035156
2021-01-25,396.29998779296875
2021-01-26,384.0
2021-01-27,351.1000061035156
2021-01-28,386.20001220703125
2021-01-29,392.0
2021-02-01,419.1000061035156
2021-02-02,409.5
2021-02-03,410.0
2021-02-04,411.79998779296875
2021-02-05,401.79998779296875
2021-02-08,406.3999938964844
2021-02-09,400.0
2021-02-10,394.70001220703125
2021-02-11,395.70001220703125
2021-02-12,392.5
2021-02-15,388.0
2021-02-16,379.0
2021-02-17,383.0
2021-02-18,383.79998779296875
2021-02-19,380.6000061035156
2021-02-22,392.6000061035156
2021-02-23,407.0
2021-02-24,375.0
2021-02-25,368.0
2021-02-26,357.0
2021-03-01,392.70001220703125
2021-03-02,380.0
2021-03-03,376.70001220703125
2021-03-04,375.8999938964844
2021-03-05,376.0
2021-03-08,377.0
2021-03-09,379.70001220703125
2021-03-10,399.29998779296875
2021-03-11,386.29998779296875
2021-03-12,402.8999938964844
2021-03-15,436.0
2021-03-16,439.1000061035156
2021-03-17,416.3999938964844
2021-03-18,396.20001220703125
2021-03-19,393.1000061035156
2021-03-22,353.79998779296875
2021-03-23,376.0
2021-03-24,375.5
2021-03-25,368.0
2021-03-26,361.1000061035156
2021-03-29,353.5
2021-03-30,373.8999938964844
2021-03-31,362.8999938964844
2021-04-01,369.20001220703125
2021-04-02,367.3999938964844
2021-04-05,372.20001220703125
2021-04-06,368.29998779296875
2021-04-07,374.0
2021-04-08,369.79998779296875
2021-04-09,355.6000061035156
2021-04-12,343.6000061035156
2021-04-13,357.3999938964844
2021-04-14,354.0
2021-04-15,345.3999938964844
2021-04-16,347.29998779296875
2021-04-19,328.79998779296875
2021-04-20,326.5
2021-04-21,307.20001220703125
2021-04-22,322.8999938964844
2021-04-26,320.3999938964844
2021-04-27,323.0
2021-04-28,338.79998779296875
2021-04-29,331.1000061035156
2021-04-30,346.0
2021-05-03,348.5
2021-05-04,342.29998779296875
2021-05-05,342.3999938964844
2021-05-06,334.6000061035156
2021-05-07,332.0
2021-05-10,337.20001220703125
2021-05-11,328.1000061035156
2021-05-12,321.29998779296875
2021-05-17,322.29998779296875
2021-05-18,322.1000061035156
2021-05-20,310.6000061035156
2021-05-21,310.0
2021-05-24,312.5
2021-05-25,301.5
2021-05-26,305.70001220703125
2021-05-27,307.1000061035156
2021-05-28,298.8999938964844
2021-05-31,302.79998779296875
2021-06-01,303.20001220703125
2021-06-02,306.5
2021-06-03,301.8999938964844
2021-06-04,302.20001220703125
2021-06-07,310.0
2021-06-08,305.79998779296875
2021-06-09,313.0
2021-06-10,305.20001220703125
2021-06-11,305.29998779296875
2021-06-14,302.70001220703125
2021-06-15,297.5
2021-06-16,291.79998779296875
2021-06-17,287.5
2021-06-18,281.3999938964844
2021-06-21,283.6000061035156
2021-06-22,288.29998779296875
2021-06-23,290.6000061035156
2021-06-24,296.8999938964844
2021-06-25,285.6000061035156
2021-06-28,275.70001220703125
2021-06-29,275.0
2021-06-30,278.0
2021-07-01,291.0
2021-07-02,283.8999938964844
2021-07-05,283.8999938964844
2021-07-06,281.29998779296875
2021-07-07,280.0
2021-07-08,277.29998779296875
2021-07-09,277.1000061035156
2021-07-12,267.8999938964844
2021-07-13,263.5
2021-07-14,273.0
2021-07-16,269.1000061035156
2021-07-19,270.20001220703125
2021-07-26,278.0
2021-07-27,279.0
2021-07-28,284.6000061035156
2021-07-29,290.1000061035156
2021-07-30,291.5
2021-08-02,301.0
2021-08-03,316.6000061035156
2021-08-04,327.3999938964844
2021-08-05,330.20001220703125
2021-08-06,342.29998779296875
2021-08-09,339.6000061035156
2021-08-10,344.0
2021-08-11,334.3999938964844
2021-08-12,343.6000061035156
2021-08-13,338.0
2021-08-16,340.0
2021-08-17,343.79998779296875
2021-08-18,338.29998779296875
2021-08-19,339.0
2021-08-20,335.0
2021-08-23,328.3999938964844
2021-08-24,324.0
2021-08-25,325.0
2021-08-26,322.70001220703125
2021-08-27,325.0
2021-08-31,332.70001220703125
2021-09-01,330.0
2021-09-02,325.6000061035156
2021-09-03,323.79998779296875
2021-09-06,318.0
2021-09-07,315.5
2021-09-08,315.0
2021-09-09,318.6000061035156
2021-09-10,328.1000061035156
2021-09-13,326.5
2021-09-14,324.70001220703125
2021-09-15,316.8999938964844
2021-09-16,313.20001220703125
2021-09-17,314.5
2021-09-20,308.0
2021-09-21,303.1000061035156
2021-09-22,306.8999938964844
2021-09-23,307.6000061035156
2021-09-24,301.79998779296875
2021-09-27,302.29998779296875
2021-09-28,300.1000061035156
2021-09-29,305.8999938964844
2021-09-30,321.79998779296875
2021-10-01,323.70001220703125
2021-10-04,316.1000061035156
2021-10-05,319.5
2021-10-06,306.8999938964844
2021-10-07,310.79998779296875
2021-10-08,328.29998779296875
2021-10-11,342.6000061035156
2021-10-12,334.0
2021-10-13,344.0
2021-10-14,335.5
2021-10-15,336.3999938964844
2021-10-18,332.3999938964844
2021-10-19,332.29998779296875
2021-10-20,328.20001220703125
2021-10-21,331.29998779296875
2021-10-22,337.79998779296875
2021-10-25,344.20001220703125
2021-10-26,352.5
2021-10-27,341.29998779296875
2021-10-28,337.0
2021-11-01,341.3999938964844
2021-11-02,337.3999938964844
2021-11-03,336.0
2021-11-04,336.0
2021-11-05,336.8999938964844
2021-11-08,335.6000061035156
2021-11-09,338.5
2021-11-10,336.20001220703125
2021-11-11,335.0
2021-11-12,345.5
2021-11-15,366.0
2021-11-16,359.79998779296875
2021-11-17,361.5
2021-11-18,379.0
2021-11-19,380.29998779296875
2021-11-22,390.3999938964844
2021-11-23,395.8999938964844
2021-11-24,398.0
2021-11-25,416.79998779296875
2021-11-26,402.0
2021-11-29,406.3999938964844
2021-11-30,411.5
2021-12-01,423.5
2021-12-02,419.0
2021-12-03,426.0
2021-12-06,414.79998779296875
2021-12-07,421.8999938964844
2021-12-08,426.0
2021-12-09,421.29998779296875
2021-12-10,415.5
2021-12-13,420.0
2021-12-14,421.0
2021-12-15,412.5
2021-12-16,424.20001220703125
2021-12-17,394.5
2021-12-20,392.5
2021-12-21,355.8999938964844
2021-12-22,351.6000061035156
2021-12-23,355.1000061035156
2021-12-24,364.0
2021-12-27,363.3999938964844
2021-12-28,351.6000061035156
2021-12-29,349.6000061035156
2021-12-30,351.3999938964844
2021-12-31,355.0
2022-01-03,373.8999938964844
2022-01-04,375.0
2022-01-05,375.29998779296875
2022-01-06,367.6000061035156
2022-01-07,368.0
2022-01-10,365.0
2022-01-11,358.5
2022-01-12,360.29998779296875
2022-01-13,360.70001220703125
2022-01-14,355.1000061035156
2022-01-17,358.29998779296875
2022-01-18,347.79998779296875
2022-01-19,361.3999938964844
2022-01-20,365.0
2022-01-21,371.8999938964844
2022-01-24,375.0
2022-01-25,370.20001220703125
2022-01-26,367.5
2022-01-27,373.20001220703125
2022-01-28,379.1000061035156
2022-01-31,380.5
2022-02-01,382.20001220703125
2022-02-02,371.29998779296875
2022-02-03,367.29998779296875
2022-02-04,365.0
2022-02-07,401.5
2022-02-08,401.1000061035156
2022-02-09,402.29998779296875
2022-02-10,406.0
2022-02-11,401.29998779296875
2022-02-14,390.0
2022-02-15,403.8999938964844
2022-02-16,435.3999938964844
2022-02-17,421.29998779296875
2022-02-18,414.5
2022-02-21,455.8999938964844
2022-02-22,438.0
2022-02-23,439.5
2022-02-24,395.6000061035156
2022-02-25,420.0
2022-02-28,403.79998779296875
2022-03-01,402.1000061035156
2022-03-02,400.29998779296875
2022-03-03,402.1000061035156
2022-03-04,396.6000061035156
2022-03-07,402.1000061035156
2022-03-08,399.8999938964844
2022-03-09,403.79998779296875
2022-03-10,404.8999938964844
2022-03-11,418.20001220703125
2022-03-14,436.6000061035156
2022-03-15,433.29998779296875
2022-03-16,441.1000061035156
2022-03-17,448.29998779296875
2022-03-18,440.8999938964844
2022-03-21,447.79998779296875
2022-03-22,467.1000061035156
2022-03-23,456.20001220703125
2022-03-24,448.0
2022-03-25,452.20001220703125
2022-03-28,431.8999938964844
2022-03-29,432.6000061035156
2022-03-30,432.70001220703125
2022-03-31,427.1000061035156
2022-04-01,425.0
2022-04-04,434.20001220703125
2022-04-05,443.0
2022-04-06,442.20001220703125
2022-04-07,448.20001220703125
2022-04-08,452.0
2022-04-11,451.6000061035156
2022-04-12,447.8999938964844
2022-04-13,438.20001220703125
2022-04-14,443.0
2022-04-15,444.29998779296875
2022-04-18,447.79998779296875
2022-04-19,441.70001220703125
2022-04-20,444.20001220703125
2022-04-21,445.0
2022-04-22,425.8999938964844
2022-04-25,426.70001220703125
2022-04-26,412.29998779296875
2022-04-27,414.0
2022-04-28,409.1000061035156
2022-04-29,416.8999938964844
2022-05-05,419.70001220703125
2022-05-06,420.0
2022-05-09,422.3999938964844
2022-05-10,422.70001220703125
2022-05-11,413.20001220703125
2022-05-12,405.5
2022-05-13,406.0
2022-05-16,399.79998779296875
2022-05-17,402.29998779296875
2022-05-18,398.20001220703125
2022-05-20,398.1000061035156
2022-05-23,410.20001220703125
2022-05-24,409.0
2022-05-25,412.8999938964844
2022-05-26,420.6000061035156
2022-05-27,423.0
2022-05-30,435.79998779296875
2022-05-31,429.29998779296875
2022-06-01,432.3999938964844
2022-06-02,436.0
2022-06-03,450.0
2022-06-06,446.8999938964844
2022-06-07,446.79998779296875
2022-06-08,425.0
2022-06-09,430.3999938964844
2022-06-10,419.20001220703125
2022-06-13,412.1000061035156
2022-06-14,418.20001220703125
2022-06-15,416.79998779296875
2022-06-16,410.8999938964844
2022-06-17,411.70001220703125
2022-06-20,415.5
2022-06-21,430.5
2022-06-22,431.6000061035156
2022-06-23,434.79998779296875
2022-06-24,442.0
2022-06-27,434.5
2022-06-28,440.0
2022-06-29,427.6000061035156
2022-06-30,425.1000061035156
2022-07-01,432.5
2022-07-04,424.0
2022-07-05,420.6000061035156
2022-07-06,424.0
2022-07-07,423.6000061035156
2022-07-08,423.0
2022-07-13,434.5
2022-07-14,429.79998779296875
2022-07-18,445.0
2022-07-19,456.0
2022-07-20,451.79998779296875
2022-07-21,483.79998779296875
2022-07-22,486.3999938964844
2022-07-25,478.5
2022-07-26,467.5
2022-07-27,460.70001220703125
2022-07-28,478.8999938964844
2022-07-29,478.5
