Date,TUKAS.IS
2020-11-11,10.539999961853027
2020-11-12,10.329999923706055
2020-11-13,10.630000114440918
2020-11-16,10.739999771118164
2020-11-17,11.350000381469727
2020-11-18,10.920000076293945
2020-11-19,10.829999923706055
2020-11-20,10.859999656677246
2020-11-23,10.739999771118164
2020-11-24,10.800000190734863
2020-11-25,11.180000305175781
2020-11-26,11.029999732971191
2020-11-27,11.279999732971191
2020-11-30,11.859999656677246
2020-12-01,11.65999984741211
2020-12-02,11.510000228881836
2020-12-03,11.59000015258789
2020-12-04,11.789999961853027
2020-12-07,11.649999618530273
2020-12-08,11.5600004196167
2020-12-09,11.229999542236328
2020-12-10,11.180000305175781
2020-12-11,11.149999618530273
2020-12-14,11.09000015258789
2020-12-15,10.970000267028809
2020-12-16,10.949999809265137
2020-12-17,10.9399995803833
2020-12-18,10.890000343322754
2020-12-21,10.8100004196167
2020-12-22,9.739999771118164
2020-12-23,9.8100004196167
2020-12-24,9.8100004196167
2020-12-25,9.800000190734863
2020-12-28,9.739999771118164
2020-12-29,9.529999732971191
2020-12-30,9.739999771118164
2020-12-31,9.680000305175781
2021-01-04,9.600000381469727
2021-01-05,9.529999732971191
2021-01-06,9.569999694824219
2021-01-07,9.550000190734863
2021-01-08,9.720000267028809
2021-01-11,9.600000381469727
2021-01-12,9.569999694824219
2021-01-13,9.609999656677246
2021-01-14,9.510000228881836
2021-01-15,9.399999618530273
2021-01-18,9.430000305175781
2021-01-19,9.40999984741211
2021-01-20,9.359999656677246
2021-01-21,9.4399995803833
2021-01-22,9.420000076293945
2021-01-25,9.649999618530273
2021-01-26,10.069999694824219
2021-01-27,9.5
2021-01-28,9.5600004196167
2021-01-29,9.369999885559082
2021-02-01,9.579999923706055
2021-02-02,9.579999923706055
2021-02-03,9.819999694824219
2021-02-04,9.6899995803833
2021-02-05,9.800000190734863
2021-02-08,10.050000190734863
2021-02-09,9.930000305175781
2021-02-10,9.760000228881836
2021-02-11,9.640000343322754
2021-02-12,9.65999984741211
2021-02-15,9.6899995803833
2021-02-16,9.520000457763672
2021-02-17,9.420000076293945
2021-02-18,9.449999809265137
2021-02-19,9.399999618530273
2021-02-22,9.279999732971191
2021-02-23,8.979999542236328
2021-02-24,8.760000228881836
2021-02-25,8.59000015258789
2021-02-26,8.729999542236328
2021-03-01,8.989999771118164
2021-03-02,8.800000190734863
2021-03-03,8.760000228881836
2021-03-04,8.8100004196167
2021-03-05,8.819999694824219
2021-03-08,8.710000038146973
2021-03-09,8.710000038146973
2021-03-10,8.739999771118164
2021-03-11,8.949999809265137
2021-03-12,8.729999542236328
2021-03-15,8.65999984741211
2021-03-16,8.670000076293945
2021-03-17,8.5
2021-03-18,8.40999984741211
2021-03-19,8.270000457763672
2021-03-22,7.449999809265137
2021-03-23,7.599999904632568
2021-03-24,8.050000190734863
2021-03-25,7.840000152587891
2021-03-26,7.730000019073486
2021-03-29,7.71999979019165
2021-03-30,7.78000020980835
2021-03-31,7.929999828338623
2021-04-01,7.980000019073486
2021-04-02,8.130000114440918
2021-04-05,8.199999809265137
2021-04-06,8.0600004196167
2021-04-07,7.989999771118164
2021-04-08,8.289999961853027
2021-04-09,8.0
2021-04-12,8.279999732971191
2021-04-13,7.960000038146973
2021-04-14,7.900000095367432
2021-04-15,7.829999923706055
2021-04-16,7.699999809265137
2021-04-19,7.349999904632568
2021-04-20,7.110000133514404
2021-04-21,6.820000171661377
2021-04-22,7.010000228881836
2021-04-26,7.150000095367432
2021-04-27,7.449999809265137
2021-04-28,7.179999828338623
2021-04-29,7.239999771118164
2021-04-30,7.230000019073486
2021-05-03,7.289999961853027
2021-05-04,7.159999847412109
2021-05-05,7.070000171661377
2021-05-06,7.099999904632568
2021-05-07,7.019999980926514
2021-05-10,7.099999904632568
2021-05-11,7.039999961853027
2021-05-12,7.0
2021-05-17,7.170000076293945
2021-05-18,7.199999809265137
2021-05-20,7.130000114440918
2021-05-21,7.670000076293945
2021-05-24,7.349999904632568
2021-05-25,6.949999809265137
2021-05-26,7.039999961853027
2021-05-27,7.039999961853027
2021-05-28,6.900000095367432
2021-05-31,6.78000020980835
2021-06-01,6.820000171661377
2021-06-02,6.869999885559082
2021-06-03,6.820000171661377
2021-06-04,6.829999923706055
2021-06-07,6.949999809265137
2021-06-08,6.909999847412109
2021-06-09,6.96999979019165
2021-06-10,6.96999979019165
2021-06-11,7.010000228881836
2021-06-14,7.190000057220459
2021-06-15,6.989999771118164
2021-06-16,6.909999847412109
2021-06-17,6.849999904632568
2021-06-18,6.78000020980835
2021-06-21,6.809999942779541
2021-06-22,6.820000171661377
2021-06-23,6.929999828338623
2021-06-24,6.860000133514404
2021-06-25,6.849999904632568
2021-06-28,6.670000076293945
2021-06-29,6.860000133514404
2021-06-30,6.820000171661377
2021-07-01,6.980000019073486
2021-07-02,6.940000057220459
2021-07-05,6.96999979019165
2021-07-06,6.900000095367432
2021-07-07,7.03000020980835
2021-07-08,6.860000133514404
2021-07-09,6.889999866485596
2021-07-12,6.699999809265137
2021-07-13,6.670000076293945
2021-07-14,6.730000019073486
2021-07-16,6.699999809265137
2021-07-19,6.659999847412109
2021-07-26,6.619999885559082
2021-07-27,6.619999885559082
2021-07-28,6.610000133514404
2021-07-29,6.679999828338623
2021-07-30,6.670000076293945
2021-08-02,6.75
2021-08-03,6.699999809265137
2021-08-04,6.710000038146973
2021-08-05,6.71999979019165
2021-08-06,6.800000190734863
2021-08-09,6.920000076293945
2021-08-10,6.800000190734863
2021-08-11,6.630000114440918
2021-08-12,6.639999866485596
2021-08-13,6.670000076293945
2021-08-16,6.800000190734863
2021-08-17,6.75
2021-08-18,6.800000190734863
2021-08-19,6.849999904632568
2021-08-20,6.760000228881836
2021-08-23,6.760000228881836
2021-08-24,6.769999980926514
2021-08-25,6.670000076293945
2021-08-26,6.579999923706055
2021-08-27,6.599999904632568
2021-08-31,6.670000076293945
2021-09-01,6.809999942779541
2021-09-02,6.829999923706055
2021-09-03,6.829999923706055
2021-09-06,6.960000038146973
2021-09-07,6.789999961853027
2021-09-08,6.659999847412109
2021-09-09,6.71999979019165
2021-09-10,6.659999847412109
2021-09-13,6.78000020980835
2021-09-14,6.730000019073486
2021-09-15,6.690000057220459
2021-09-16,6.760000228881836
2021-09-17,6.96999979019165
2021-09-20,6.75
2021-09-21,6.650000095367432
2021-09-22,6.690000057220459
2021-09-23,6.659999847412109
2021-09-24,6.670000076293945
2021-09-27,6.670000076293945
2021-09-28,6.650000095367432
2021-09-29,6.690000057220459
2021-09-30,6.739999771118164
2021-10-01,6.760000228881836
2021-10-04,6.710000038146973
2021-10-05,6.659999847412109
2021-10-06,6.739999771118164
2021-10-07,6.710000038146973
2021-10-08,6.800000190734863
2021-10-11,6.730000019073486
2021-10-12,6.71999979019165
2021-10-13,6.650000095367432
2021-10-14,6.650000095367432
2021-10-15,6.619999885559082
2021-10-18,6.610000133514404
2021-10-19,6.639999866485596
2021-10-20,6.659999847412109
2021-10-21,6.650000095367432
2021-10-22,6.679999828338623
2021-10-25,6.699999809265137
2021-10-26,6.739999771118164
2021-10-27,6.739999771118164
2021-10-28,6.75
2021-11-01,6.860000133514404
2021-11-02,6.880000114440918
2021-11-03,7.110000133514404
2021-11-04,7.239999771118164
2021-11-05,7.110000133514404
2021-11-08,7.300000190734863
2021-11-09,7.139999866485596
2021-11-10,7.070000171661377
2021-11-11,6.920000076293945
2021-11-12,7.099999904632568
2021-11-15,7.130000114440918
2021-11-16,7.300000190734863
2021-11-17,7.190000057220459
2021-11-18,7.199999809265137
2021-11-19,7.460000038146973
2021-11-22,8.0600004196167
2021-11-23,7.889999866485596
2021-11-24,7.840000152587891
2021-11-25,7.820000171661377
2021-11-26,8.0
2021-11-29,8.140000343322754
2021-11-30,8.479999542236328
2021-12-01,8.489999771118164
2021-12-02,8.510000228881836
2021-12-03,8.699999809265137
2021-12-06,8.619999885559082
2021-12-07,8.479999542236328
2021-12-08,8.460000038146973
2021-12-09,8.4399995803833
2021-12-10,8.210000038146973
2021-12-13,8.1899995803833
2021-12-14,8.199999809265137
2021-12-15,8.0
2021-12-16,8.15999984741211
2021-12-17,7.53000020980835
2021-12-20,7.199999809265137
2021-12-21,6.929999828338623
2021-12-22,7.0
2021-12-23,7.090000152587891
2021-12-24,7.349999904632568
2021-12-27,7.269999980926514
2021-12-28,7.139999866485596
2021-12-29,7.320000171661377
2021-12-30,7.329999923706055
2021-12-31,7.71999979019165
2022-01-03,8.25
2022-01-04,8.149999618530273
2022-01-05,8.149999618530273
2022-01-06,8.130000114440918
2022-01-07,8.0
2022-01-10,8.289999961853027
2022-01-11,8.140000343322754
2022-01-12,8.289999961853027
2022-01-13,8.260000228881836
2022-01-14,8.180000305175781
2022-01-17,8.430000305175781
2022-01-18,8.079999923706055
2022-01-19,8.399999618530273
2022-01-20,8.4399995803833
2022-01-21,8.369999885559082
2022-01-24,8.069999694824219
2022-01-25,8.09000015258789
2022-01-26,8.079999923706055
2022-01-27,8.100000381469727
2022-01-28,8.1899995803833
2022-01-31,8.119999885559082
2022-02-01,8.079999923706055
2022-02-02,8.0
2022-02-03,7.739999771118164
2022-02-04,7.599999904632568
2022-02-07,7.519999980926514
2022-02-08,7.440000057220459
2022-02-09,7.460000038146973
2022-02-10,7.349999904632568
2022-02-11,7.300000190734863
2022-02-14,7.190000057220459
2022-02-15,7.300000190734863
2022-02-16,7.25
2022-02-17,7.510000228881836
2022-02-18,7.210000038146973
2022-02-21,7.139999866485596
2022-02-22,7.039999961853027
2022-02-23,7.03000020980835
2022-02-24,6.389999866485596
2022-02-25,6.840000152587891
2022-02-28,6.75
2022-03-01,6.809999942779541
2022-03-02,6.809999942779541
2022-03-03,7.210000038146973
2022-03-04,7.099999904632568
2022-03-07,7.380000114440918
2022-03-08,7.300000190734863
2022-03-09,7.28000020980835
2022-03-10,7.300000190734863
2022-03-11,7.28000020980835
2022-03-14,7.420000076293945
2022-03-15,7.510000228881836
2022-03-16,7.46999979019165
2022-03-17,7.679999828338623
2022-03-18,7.690000057220459
2022-03-21,7.769999980926514
2022-03-22,7.909999847412109
2022-03-23,7.860000133514404
2022-03-24,7.940000057220459
2022-03-25,8.140000343322754
2022-03-28,8.520000457763672
2022-03-29,8.399999618530273
2022-03-30,8.300000190734863
2022-03-31,8.09000015258789
2022-04-01,8.069999694824219
2022-04-04,7.96999979019165
2022-04-05,7.840000152587891
2022-04-06,7.829999923706055
2022-04-07,8.170000076293945
2022-04-08,8.140000343322754
2022-04-11,8.270000457763672
2022-04-12,8.479999542236328
2022-04-13,8.40999984741211
2022-04-14,8.649999618530273
2022-04-15,8.670000076293945
2022-04-18,8.680000305175781
2022-04-19,8.630000114440918
2022-04-20,8.729999542236328
2022-04-21,8.5600004196167
2022-04-22,8.350000381469727
2022-04-25,8.1899995803833
2022-04-26,7.989999771118164
2022-04-27,7.929999828338623
2022-04-28,8.199999809265137
2022-04-29,8.470000267028809
2022-05-05,8.920000076293945
2022-05-06,9.09000015258789
2022-05-09,9.34000015258789
2022-05-10,9.680000305175781
2022-05-11,9.9399995803833
2022-05-12,9.819999694824219
2022-05-13,9.479999542236328
2022-05-16,9.430000305175781
2022-05-17,9.899999618530273
2022-05-18,10.569999694824219
2022-05-20,10.399999618530273
2022-05-23,9.90999984741211
2022-05-24,9.970000267028809
2022-05-25,9.720000267028809
2022-05-26,10.300000190734863
2022-05-27,10.130000114440918
2022-05-30,10.109999656677246
2022-05-31,9.970000267028809
2022-06-01,9.880000114440918
2022-06-02,10.369999885559082
2022-06-03,10.260000228881836
2022-06-06,11.029999732971191
2022-06-07,11.970000267028809
2022-06-08,12.5
2022-06-09,13.0
2022-06-10,13.3100004196167
2022-06-13,13.720000267028809
2022-06-14,13.380000114440918
2022-06-15,14.25
2022-06-16,13.699999809265137
2022-06-17,14.15999984741211
2022-06-20,13.760000228881836
2022-06-21,13.5
2022-06-22,13.100000381469727
2022-06-23,13.520000457763672
2022-06-24,13.279999732971191
2022-06-27,13.149999618530273
2022-06-28,13.40999984741211
2022-06-29,12.949999809265137
2022-06-30,12.859999656677246
2022-07-01,13.609999656677246
2022-07-04,13.270000457763672
2022-07-05,12.890000343322754
2022-07-06,13.279999732971191
2022-07-07,14.170000076293945
2022-07-08,13.920000076293945
2022-07-13,14.300000190734863
2022-07-14,14.800000190734863
2022-07-18,14.979999542236328
2022-07-19,15.460000038146973
2022-07-20,15.180000305175781
2022-07-21,14.850000381469727
2022-07-22,14.399999618530273
2022-07-25,14.329999923706055
2022-07-26,14.260000228881836
2022-07-27,14.010000228881836
2022-07-28,13.920000076293945
2022-07-29,14.170000076293945
