Date,QUAGR.IS
2022-02-24,11.279999732971191
2022-02-25,12.380000114440918
2022-02-28,12.800000190734863
2022-03-01,12.989999771118164
2022-03-02,13.220000267028809
2022-03-03,13.390000343322754
2022-03-04,13.59000015258789
2022-03-07,13.0
2022-03-08,13.380000114440918
2022-03-09,13.029999732971191
2022-03-10,13.399999618530273
2022-03-11,13.420000076293945
2022-03-14,13.529999732971191
2022-03-15,13.520000457763672
2022-03-16,13.489999771118164
2022-03-17,13.5
2022-03-18,13.5
2022-03-21,14.140000343322754
2022-03-22,13.720000267028809
2022-03-23,13.949999809265137
2022-03-24,13.970000267028809
2022-03-25,14.079999923706055
2022-03-28,14.6899995803833
2022-03-29,14.600000381469727
2022-03-30,14.600000381469727
2022-03-31,14.489999771118164
2022-04-01,14.399999618530273
2022-04-04,14.600000381469727
2022-04-05,14.75
2022-04-06,14.829999923706055
2022-04-07,14.949999809265137
2022-04-08,15.0
2022-04-11,14.949999809265137
2022-04-12,14.949999809265137
2022-04-13,15.569999694824219
2022-04-14,17.09000015258789
2022-04-15,16.889999389648438
2022-04-18,17.329999923706055
2022-04-19,17.170000076293945
2022-04-20,17.3799991607666
2022-04-21,18.020000457763672
2022-04-22,17.920000076293945
2022-04-25,17.6200008392334
2022-04-26,18.920000076293945
2022-04-27,19.889999389648438
2022-04-28,20.0
2022-04-29,21.1200008392334
2022-05-05,20.899999618530273
2022-05-06,21.780000686645508
2022-05-09,23.940000534057617
2022-05-10,23.760000228881836
2022-05-11,25.139999389648438
2022-05-12,25.440000534057617
2022-05-13,26.739999771118164
2022-05-16,25.31999969482422
2022-05-17,26.219999313354492
2022-05-18,25.3799991607666
2022-05-20,25.200000762939453
2022-05-23,24.959999084472656
2022-05-24,25.139999389648438
2022-05-25,25.65999984741211
2022-05-26,25.299999237060547
2022-05-27,25.860000610351562
2022-05-30,27.520000457763672
2022-05-31,27.059999465942383
2022-06-01,26.700000762939453
2022-06-02,27.15999984741211
2022-06-03,26.719999313354492
2022-06-06,27.0
2022-06-07,29.700000762939453
2022-06-08,27.84000015258789
2022-06-09,29.280000686645508
2022-06-10,29.3799991607666
2022-06-13,28.420000076293945
2022-06-14,28.239999771118164
2022-06-15,28.600000381469727
2022-06-16,28.799999237060547
2022-06-17,29.399999618530273
2022-06-20,29.040000915527344
2022-06-21,28.459999084472656
2022-06-22,28.5
2022-06-23,28.84000015258789
2022-06-24,28.959999084472656
2022-06-27,29.360000610351562
2022-06-28,28.420000076293945
2022-06-29,27.459999084472656
2022-06-30,27.440000534057617
2022-07-01,27.799999237060547
2022-07-04,26.899999618530273
2022-07-05,26.440000534057617
2022-07-06,26.5
2022-07-07,27.399999618530273
2022-07-08,27.3799991607666
2022-07-13,27.0
2022-07-14,27.200000762939453
2022-07-18,27.299999237060547
2022-07-19,28.399999618530273
2022-07-20,28.700000762939453
2022-07-21,28.059999465942383
2022-07-22,28.559999465942383
2022-07-25,28.719999313354492
2022-07-26,30.200000762939453
2022-07-27,30.5
2022-07-28,30.200000762939453
2022-07-29,30.040000915527344
