Date,MAVI.IS
2020-11-17,22.010000228881836
2020-11-18,22.700000762939453
2020-11-19,23.31999969482422
2020-11-20,23.18000030517578
2020-11-23,23.6299991607666
2020-11-24,24.8799991607666
2020-11-25,24.530000686645508
2020-11-26,24.3700008392334
2020-11-27,24.059999465942383
2020-11-30,22.969999313354492
2020-12-01,23.670000076293945
2020-12-02,24.25
2020-12-03,24.239999771118164
2020-12-04,24.65999984741211
2020-12-07,25.100000381469727
2020-12-08,24.440000534057617
2020-12-09,24.389999389648438
2020-12-10,24.8799991607666
2020-12-11,24.649999618530273
2020-12-14,25.575000762939453
2020-12-15,25.350000381469727
2020-12-16,26.0
2020-12-17,26.274999618530273
2020-12-18,26.799999237060547
2020-12-21,26.049999237060547
2020-12-22,26.399999618530273
2020-12-23,26.274999618530273
2020-12-24,26.049999237060547
2020-12-25,25.975000381469727
2020-12-28,25.700000762939453
2020-12-29,25.75
2020-12-30,25.899999618530273
2020-12-31,26.100000381469727
2021-01-04,26.600000381469727
2021-01-05,26.100000381469727
2021-01-06,26.299999237060547
2021-01-07,26.549999237060547
2021-01-08,27.325000762939453
2021-01-11,27.125
2021-01-12,27.125
2021-01-13,26.975000381469727
2021-01-14,26.774999618530273
2021-01-15,27.475000381469727
2021-01-18,27.850000381469727
2021-01-19,28.674999237060547
2021-01-20,28.774999618530273
2021-01-21,28.274999618530273
2021-01-22,27.875
2021-01-25,27.674999237060547
2021-01-26,26.975000381469727
2021-01-27,25.924999237060547
2021-01-28,27.399999618530273
2021-01-29,26.5
2021-02-01,27.350000381469727
2021-02-02,27.424999237060547
2021-02-03,28.100000381469727
2021-02-04,27.725000381469727
2021-02-05,27.075000762939453
2021-02-08,26.674999237060547
2021-02-09,26.950000762939453
2021-02-10,26.975000381469727
2021-02-11,26.75
2021-02-12,26.450000762939453
2021-02-15,26.450000762939453
2021-02-16,26.0
2021-02-17,25.674999237060547
2021-02-18,25.975000381469727
2021-02-19,26.899999618530273
2021-02-22,27.200000762939453
2021-02-23,26.975000381469727
2021-02-24,25.700000762939453
2021-02-25,25.375
2021-02-26,25.25
2021-03-01,26.575000762939453
2021-03-02,26.674999237060547
2021-03-03,26.350000381469727
2021-03-04,26.125
2021-03-05,26.149999618530273
2021-03-08,25.899999618530273
2021-03-09,26.450000762939453
2021-03-10,27.299999237060547
2021-03-11,26.549999237060547
2021-03-12,26.350000381469727
2021-03-15,26.325000762939453
2021-03-16,27.575000762939453
2021-03-17,27.725000381469727
2021-03-18,29.5
2021-03-19,28.850000381469727
2021-03-22,25.975000381469727
2021-03-23,24.0
2021-03-24,24.920000076293945
2021-03-25,24.6200008392334
2021-03-26,24.18000030517578
2021-03-29,24.31999969482422
2021-03-30,23.889999389648438
2021-03-31,23.149999618530273
2021-04-01,23.350000381469727
2021-04-02,23.84000015258789
2021-04-05,23.65999984741211
2021-04-06,23.149999618530273
2021-04-07,22.670000076293945
2021-04-08,22.5
2021-04-09,21.889999389648438
2021-04-12,20.860000610351562
2021-04-13,21.190000534057617
2021-04-14,21.6299991607666
2021-04-15,21.719999313354492
2021-04-16,21.8700008392334
2021-04-19,21.209999084472656
2021-04-20,21.059999465942383
2021-04-21,20.329999923706055
2021-04-22,20.5
2021-04-26,20.809999465942383
2021-04-27,21.579999923706055
2021-04-28,21.389999389648438
2021-04-29,21.809999465942383
2021-04-30,21.639999389648438
2021-05-03,22.020000457763672
2021-05-04,23.25
2021-05-05,23.149999618530273
2021-05-06,22.979999542236328
2021-05-07,23.25
2021-05-10,23.520000457763672
2021-05-11,23.979999542236328
2021-05-12,24.5
2021-05-17,25.0
2021-05-18,25.375
2021-05-20,25.424999237060547
2021-05-21,25.899999618530273
2021-05-24,25.899999618530273
2021-05-25,24.399999618530273
2021-05-26,25.024999618530273
2021-05-27,24.489999771118164
2021-05-28,24.459999084472656
2021-05-31,25.25
2021-06-01,25.725000381469727
2021-06-02,24.950000762939453
2021-06-03,24.25
2021-06-04,24.15999984741211
2021-06-07,24.219999313354492
2021-06-08,24.239999771118164
2021-06-09,24.18000030517578
2021-06-10,25.125
2021-06-11,26.024999618530273
2021-06-14,26.424999237060547
2021-06-15,28.125
2021-06-16,27.149999618530273
2021-06-17,28.5
2021-06-18,28.049999237060547
2021-06-21,27.799999237060547
2021-06-22,27.399999618530273
2021-06-23,27.625
2021-06-24,28.799999237060547
2021-06-25,28.350000381469727
2021-06-28,27.625
2021-06-29,27.725000381469727
2021-06-30,28.174999237060547
2021-07-01,28.5
2021-07-02,28.299999237060547
2021-07-05,28.399999618530273
2021-07-06,28.375
2021-07-07,28.325000762939453
2021-07-08,28.850000381469727
2021-07-09,28.25
2021-07-12,27.75
2021-07-13,27.375
2021-07-14,27.649999618530273
2021-07-16,27.5
2021-07-19,27.325000762939453
2021-07-26,27.825000762939453
2021-07-27,27.700000762939453
2021-07-28,27.299999237060547
2021-07-29,27.0
2021-07-30,26.700000762939453
2021-08-02,26.375
2021-08-03,26.325000762939453
2021-08-04,27.200000762939453
2021-08-05,27.299999237060547
2021-08-06,27.950000762939453
2021-08-09,27.75
2021-08-10,28.075000762939453
2021-08-11,27.5
2021-08-12,27.75
2021-08-13,28.524999618530273
2021-08-16,28.75
2021-08-17,28.899999618530273
2021-08-18,28.625
2021-08-19,28.350000381469727
2021-08-20,27.950000762939453
2021-08-23,28.25
2021-08-24,29.5
2021-08-25,29.149999618530273
2021-08-26,29.875
2021-08-27,28.75
2021-08-31,28.549999237060547
2021-09-01,29.0
2021-09-02,29.200000762939453
2021-09-03,29.024999618530273
2021-09-06,29.25
2021-09-07,28.125
2021-09-08,28.25
2021-09-09,28.399999618530273
2021-09-10,28.625
2021-09-13,28.75
2021-09-14,29.225000381469727
2021-09-15,31.200000762939453
2021-09-16,32.0
2021-09-17,32.099998474121094
2021-09-20,31.850000381469727
2021-09-21,30.875
2021-09-22,31.5
2021-09-23,32.099998474121094
2021-09-24,31.5
2021-09-27,31.399999618530273
2021-09-28,31.174999237060547
2021-09-29,31.725000381469727
2021-09-30,32.20000076293945
2021-10-01,32.150001525878906
2021-10-04,31.975000381469727
2021-10-05,33.375
2021-10-06,33.75
2021-10-07,33.400001525878906
2021-10-08,34.525001525878906
2021-10-11,34.82500076293945
2021-10-12,34.349998474121094
2021-10-13,35.54999923706055
2021-10-14,35.400001525878906
2021-10-15,35.400001525878906
2021-10-18,35.150001525878906
2021-10-19,35.849998474121094
2021-10-20,35.70000076293945
2021-10-21,35.17499923706055
2021-10-22,35.724998474121094
2021-10-25,35.45000076293945
2021-10-26,35.125
2021-10-27,35.92499923706055
2021-10-28,36.0
2021-11-01,35.775001525878906
2021-11-02,36.474998474121094
2021-11-03,36.474998474121094
2021-11-04,37.375
2021-11-05,37.95000076293945
2021-11-08,38.150001525878906
2021-11-09,38.0
2021-11-10,37.95000076293945
2021-11-11,39.42499923706055
2021-11-12,39.54999923706055
2021-11-15,40.849998474121094
2021-11-16,38.75
2021-11-17,38.92499923706055
2021-11-18,38.375
2021-11-19,38.724998474121094
2021-11-22,38.70000076293945
2021-11-23,37.400001525878906
2021-11-24,36.474998474121094
2021-11-25,35.625
2021-11-26,36.07500076293945
2021-11-29,36.20000076293945
2021-11-30,36.75
2021-12-01,37.5
2021-12-02,38.29999923706055
2021-12-03,37.70000076293945
2021-12-06,38.75
2021-12-07,39.17499923706055
2021-12-08,40.04999923706055
2021-12-09,39.775001525878906
2021-12-10,40.07500076293945
2021-12-13,40.099998474121094
2021-12-14,39.0
2021-12-15,38.875
2021-12-16,39.525001525878906
2021-12-17,38.5
2021-12-20,37.07500076293945
2021-12-21,33.375
2021-12-22,30.825000762939453
2021-12-23,31.125
2021-12-24,32.45000076293945
2021-12-27,33.724998474121094
2021-12-28,32.650001525878906
2021-12-29,33.75
2021-12-30,33.474998474121094
2021-12-31,34.849998474121094
2022-01-03,34.75
2022-01-04,34.650001525878906
2022-01-05,34.875
2022-01-06,34.599998474121094
2022-01-07,35.525001525878906
2022-01-10,35.375
2022-01-11,34.525001525878906
2022-01-12,34.70000076293945
2022-01-13,34.70000076293945
2022-01-14,34.375
2022-01-17,34.92499923706055
2022-01-18,34.525001525878906
2022-01-19,34.45000076293945
2022-01-20,33.57500076293945
2022-01-21,34.224998474121094
2022-01-24,32.57500076293945
2022-01-25,32.79999923706055
2022-01-26,33.07500076293945
2022-01-27,33.349998474121094
2022-01-28,33.32500076293945
2022-01-31,33.474998474121094
2022-02-01,33.525001525878906
2022-02-02,34.025001525878906
2022-02-03,33.375
2022-02-04,32.70000076293945
2022-02-07,33.025001525878906
2022-02-08,32.95000076293945
2022-02-09,33.349998474121094
2022-02-10,33.57500076293945
2022-02-11,33.45000076293945
2022-02-14,32.67499923706055
2022-02-15,33.29999923706055
2022-02-16,33.349998474121094
2022-02-17,33.0
2022-02-18,33.0
2022-02-21,32.775001525878906
2022-02-22,32.150001525878906
2022-02-23,31.875
2022-02-24,28.700000762939453
2022-02-25,29.625
2022-02-28,27.924999237060547
2022-03-01,28.350000381469727
2022-03-02,28.299999237060547
2022-03-03,29.375
2022-03-04,28.450000762939453
2022-03-07,29.225000381469727
2022-03-08,30.350000381469727
2022-03-09,30.575000762939453
2022-03-10,30.5
2022-03-11,31.575000762939453
2022-03-14,32.42499923706055
2022-03-15,33.5
2022-03-16,35.650001525878906
2022-03-17,35.95000076293945
2022-03-18,36.17499923706055
2022-03-21,36.17499923706055
2022-03-22,36.95000076293945
2022-03-23,37.0
2022-03-24,36.25
2022-03-25,35.724998474121094
2022-03-28,36.150001525878906
2022-03-29,36.974998474121094
2022-03-30,38.67499923706055
2022-03-31,38.400001525878906
2022-04-01,38.20000076293945
2022-04-04,38.70000076293945
2022-04-05,38.5
2022-04-06,37.900001525878906
2022-04-07,38.5
2022-04-08,38.599998474121094
2022-04-11,38.82500076293945
2022-04-12,40.0
2022-04-13,41.04999923706055
2022-04-14,41.20000076293945
2022-04-15,41.42499923706055
2022-04-18,41.125
2022-04-19,41.20000076293945
2022-04-20,42.20000076293945
2022-04-21,43.0
2022-04-22,41.70000076293945
2022-04-25,41.0
2022-04-26,40.04999923706055
2022-04-27,41.25
2022-04-28,40.650001525878906
2022-04-29,40.75
2022-05-05,41.724998474121094
2022-05-06,41.04999923706055
2022-05-09,41.974998474121094
2022-05-10,41.375
2022-05-11,40.0
2022-05-12,39.625
2022-05-13,40.25
2022-05-16,39.52000045776367
2022-05-17,39.720001220703125
2022-05-18,38.70000076293945
2022-05-20,38.31999969482422
2022-05-23,38.900001525878906
2022-05-24,38.41999816894531
2022-05-25,37.97999954223633
2022-05-26,38.5
2022-05-27,37.97999954223633
2022-05-30,38.86000061035156
2022-05-31,39.5
2022-06-01,40.68000030517578
2022-06-02,42.08000183105469
2022-06-03,43.2599983215332
2022-06-06,43.7400016784668
2022-06-07,43.099998474121094
2022-06-08,41.52000045776367
2022-06-09,43.0
2022-06-10,47.29999923706055
2022-06-13,49.13999938964844
2022-06-14,48.720001220703125
2022-06-15,48.18000030517578
2022-06-16,46.97999954223633
2022-06-17,46.540000915527344
2022-06-20,47.68000030517578
2022-06-21,48.779998779296875
2022-06-22,50.0
2022-06-23,49.380001068115234
2022-06-24,50.650001525878906
2022-06-27,49.81999969482422
2022-06-28,51.45000076293945
2022-06-29,51.70000076293945
2022-06-30,52.45000076293945
2022-07-01,52.0
2022-07-04,50.95000076293945
2022-07-05,49.720001220703125
2022-07-06,51.70000076293945
2022-07-07,52.04999923706055
2022-07-08,53.95000076293945
2022-07-13,54.75
2022-07-14,54.20000076293945
2022-07-18,53.95000076293945
2022-07-19,55.099998474121094
2022-07-20,56.400001525878906
2022-07-21,56.400001525878906
2022-07-22,55.20000076293945
2022-07-25,56.900001525878906
2022-07-26,58.599998474121094
2022-07-27,59.0
2022-07-28,60.849998474121094
2022-07-29,63.099998474121094
