Date,KLKIM.IS
2022-03-28,17.6299991607666
2022-03-29,17.649999618530273
2022-03-30,17.940000534057617
2022-03-31,17.780000686645508
2022-04-01,17.979999542236328
2022-04-04,18.81999969482422
2022-04-05,19.010000228881836
2022-04-06,19.06999969482422
2022-04-07,20.5
2022-04-08,21.700000762939453
2022-04-11,20.8799991607666
2022-04-12,20.920000076293945
2022-04-13,20.5
2022-04-14,19.989999771118164
2022-04-15,19.479999542236328
2022-04-18,19.81999969482422
2022-04-19,20.440000534057617
2022-04-20,21.239999771118164
2022-04-21,22.299999237060547
2022-04-22,21.399999618530273
2022-04-25,21.219999313354492
2022-04-26,20.81999969482422
2022-04-27,20.360000610351562
2022-04-28,20.299999237060547
2022-04-29,20.079999923706055
2022-05-05,20.81999969482422
2022-05-06,20.84000015258789
2022-05-09,21.200000762939453
2022-05-10,21.260000228881836
2022-05-11,20.479999542236328
2022-05-12,20.100000381469727
2022-05-13,21.399999618530273
2022-05-16,21.459999084472656
2022-05-17,21.5
2022-05-18,21.8799991607666
2022-05-20,21.239999771118164
2022-05-23,20.600000381469727
2022-05-24,20.059999465942383
2022-05-25,20.299999237060547
2022-05-26,20.3799991607666
2022-05-27,20.0
2022-05-30,20.5
2022-05-31,20.520000457763672
2022-06-01,20.399999618530273
2022-06-02,20.940000534057617
2022-06-03,20.780000686645508
2022-06-06,20.68000030517578
2022-06-07,20.31999969482422
2022-06-08,19.989999771118164
2022-06-09,20.139999389648438
2022-06-10,20.040000915527344
2022-06-13,20.34000015258789
2022-06-14,20.0
2022-06-15,19.989999771118164
2022-06-16,19.780000686645508
2022-06-17,20.540000915527344
2022-06-20,21.899999618530273
2022-06-21,21.899999618530273
2022-06-22,21.399999618530273
2022-06-23,21.84000015258789
2022-06-24,21.600000381469727
2022-06-27,21.260000228881836
2022-06-28,21.200000762939453
2022-06-29,20.639999389648438
2022-06-30,20.84000015258789
2022-07-01,21.780000686645508
2022-07-04,23.5
2022-07-05,22.940000534057617
2022-07-06,22.079999923706055
2022-07-07,21.799999237060547
2022-07-08,21.959999084472656
2022-07-13,21.18000030517578
2022-07-14,20.860000610351562
2022-07-18,22.200000762939453
2022-07-19,22.780000686645508
2022-07-20,24.31999969482422
2022-07-21,24.040000915527344
2022-07-22,23.700000762939453
2022-07-25,24.15999984741211
2022-07-26,25.0
2022-07-27,25.799999237060547
2022-07-28,25.3799991607666
2022-07-29,25.700000762939453
