Date,ATATP.IS
2022-05-06,59.75
2022-05-09,60.29999923706055
2022-05-10,62.04999923706055
2022-05-11,60.79999923706055
2022-05-12,66.8499984741211
2022-05-13,70.0
2022-05-16,67.69999694824219
2022-05-17,63.0
2022-05-18,61.54999923706055
2022-05-20,60.25
2022-05-23,60.95000076293945
2022-05-24,60.79999923706055
2022-05-25,61.25
2022-05-26,61.5
2022-05-27,62.0
2022-05-30,62.20000076293945
2022-05-31,63.79999923706055
2022-06-01,62.29999923706055
2022-06-02,61.849998474121094
2022-06-03,60.75
2022-06-06,60.150001525878906
2022-06-07,60.400001525878906
2022-06-08,57.099998474121094
2022-06-09,59.70000076293945
2022-06-10,59.45000076293945
2022-06-13,58.70000076293945
2022-06-14,59.400001525878906
2022-06-15,60.54999923706055
2022-06-16,60.70000076293945
2022-06-17,60.400001525878906
2022-06-20,59.75
2022-06-21,59.349998474121094
2022-06-22,59.20000076293945
2022-06-23,59.25
2022-06-24,59.150001525878906
2022-06-27,58.599998474121094
2022-06-28,57.5
2022-06-29,56.95000076293945
2022-06-30,56.0
2022-07-01,56.150001525878906
2022-07-04,57.650001525878906
2022-07-05,55.54999923706055
2022-07-06,55.54999923706055
2022-07-07,57.150001525878906
2022-07-08,58.04999923706055
2022-07-13,56.150001525878906
2022-07-14,56.099998474121094
2022-07-18,55.25
2022-07-19,55.099998474121094
2022-07-20,54.70000076293945
2022-07-21,54.20000076293945
2022-07-22,54.400001525878906
2022-07-25,55.150001525878906
2022-07-26,54.20000076293945
2022-07-27,54.04999923706055
2022-07-28,54.04999923706055
2022-07-29,54.099998474121094
