Date,SARKY.IS
2020-11-04,5.077499866485596
2020-11-05,5.190000057220459
2020-11-06,5.317500114440918
2020-11-09,5.340000152587891
2020-11-10,5.460000038146973
2020-11-11,5.355000019073486
2020-11-12,5.122499942779541
2020-11-13,5.21999979019165
2020-11-16,5.242499828338623
2020-11-17,5.204999923706055
2020-11-18,5.235000133514404
2020-11-19,5.227499961853027
2020-11-20,5.21999979019165
2020-11-23,5.25
2020-11-24,5.25
2020-11-25,5.204999923706055
2020-11-26,5.204999923706055
2020-11-27,5.21999979019165
2020-11-30,5.204999923706055
2020-12-01,5.28000020980835
2020-12-02,5.8125
2020-12-03,6.389999866485596
2020-12-04,6.082499980926514
2020-12-07,6.164999961853027
2020-12-08,6.014999866485596
2020-12-09,6.637499809265137
2020-12-10,7.297500133514404
2020-12-11,7.387499809265137
2020-12-14,7.184999942779541
2020-12-15,6.697500228881836
2020-12-16,6.735000133514404
2020-12-17,6.554999828338623
2020-12-18,6.614999771118164
2020-12-21,6.412499904632568
2020-12-22,6.704999923706055
2020-12-23,6.757500171661377
2020-12-24,6.787499904632568
2020-12-25,6.727499961853027
2020-12-28,6.644999980926514
2020-12-29,6.614999771118164
2020-12-30,6.622499942779541
2020-12-31,6.652500152587891
2021-01-04,6.675000190734863
2021-01-05,6.59250020980835
2021-01-06,6.885000228881836
2021-01-07,6.802499771118164
2021-01-08,6.809999942779541
2021-01-11,6.802499771118164
2021-01-12,6.869999885559082
2021-01-13,7.3125
2021-01-14,7.027500152587891
2021-01-15,7.125
2021-01-18,7.170000076293945
2021-01-19,7.289999961853027
2021-01-20,7.545000076293945
2021-01-21,7.664999961853027
2021-01-22,7.545000076293945
2021-01-25,7.394999980926514
2021-01-26,7.349999904632568
2021-01-27,6.772500038146973
2021-01-28,6.892499923706055
2021-01-29,7.147500038146973
2021-02-01,7.207499980926514
2021-02-02,7.3125
2021-02-03,7.514999866485596
2021-02-04,7.462500095367432
2021-02-05,7.559999942779541
2021-02-08,7.545000076293945
2021-02-09,7.605000019073486
2021-02-10,7.590000152587891
2021-02-11,7.6875
2021-02-12,7.6875
2021-02-15,8.017499923706055
2021-02-16,7.747499942779541
2021-02-17,7.702499866485596
2021-02-18,8.467499732971191
2021-02-19,8.0625
2021-02-22,8.444999694824219
2021-02-23,8.90999984741211
2021-02-24,8.399999618530273
2021-02-25,8.15999984741211
2021-02-26,7.889999866485596
2021-03-01,8.579999923706055
2021-03-02,8.3100004196167
2021-03-03,8.145000457763672
2021-03-04,8.399999618530273
2021-03-05,8.34749984741211
2021-03-08,8.774999618530273
2021-03-09,9.0
2021-03-10,9.65999984741211
2021-03-11,9.817500114440918
2021-03-12,9.75
2021-03-15,10.162500381469727
2021-03-16,10.2524995803833
2021-03-17,10.02750015258789
2021-03-18,10.095000267028809
2021-03-19,9.862500190734863
2021-03-22,8.880000114440918
2021-03-23,9.239999771118164
2021-03-24,9.84000015258789
2021-03-25,9.65250015258789
2021-03-26,9.5024995803833
2021-03-29,9.982500076293945
2021-03-30,9.720000267028809
2021-03-31,10.072500228881836
2021-04-01,10.012499809265137
2021-04-02,9.914999961853027
2021-04-05,10.425000190734863
2021-04-06,11.467499732971191
2021-04-07,11.100000381469727
2021-04-08,11.970000267028809
2021-04-09,12.104999542236328
2021-04-12,11.71500015258789
2021-04-13,11.039999961853027
2021-04-14,11.265000343322754
2021-04-15,12.0
2021-04-16,11.880000114440918
2021-04-19,11.737500190734863
2021-04-20,10.904999732971191
2021-04-21,10.297499656677246
2021-04-22,10.7475004196167
2021-04-26,11.332500457763672
2021-04-27,11.197500228881836
2021-04-28,10.942500114440918
2021-04-29,11.220000267028809
2021-04-30,11.25
2021-05-03,11.774999618530273
2021-05-04,11.625
2021-05-05,11.385000228881836
2021-05-06,11.774999618530273
2021-05-07,11.670000076293945
2021-05-10,11.835000038146973
2021-05-11,12.637499809265137
2021-05-12,11.970000267028809
2021-05-17,12.194999694824219
2021-05-18,11.954999923706055
2021-05-20,11.579999923706055
2021-05-21,11.699999809265137
2021-05-24,11.542499542236328
2021-05-25,11.760000228881836
2021-05-26,11.707500457763672
2021-05-27,11.460000038146973
2021-05-28,11.145000457763672
2021-05-31,11.15999984741211
2021-06-01,11.324999809265137
2021-06-02,11.145000457763672
2021-06-03,10.957500457763672
2021-06-04,10.732500076293945
2021-06-07,10.462499618530273
2021-06-08,10.425000190734863
2021-06-09,10.1850004196167
2021-06-10,10.117500305175781
2021-06-11,10.237500190734863
2021-06-14,9.982500076293945
2021-06-15,9.862500190734863
2021-06-16,9.585000038146973
2021-06-17,9.600000381469727
2021-06-18,9.824999809265137
2021-06-21,9.675000190734863
2021-06-22,10.117500305175781
2021-06-23,10.050000190734863
2021-06-24,9.8774995803833
2021-06-25,9.6899995803833
2021-06-28,9.449999809265137
2021-06-29,9.47249984741211
2021-06-30,9.164999961853027
2021-07-01,9.47249984741211
2021-07-02,9.600000381469727
2021-07-05,9.637499809265137
2021-07-06,9.547499656677246
2021-07-07,9.4350004196167
2021-07-08,9.1274995803833
2021-07-09,9.119999885559082
2021-07-12,8.71500015258789
2021-07-13,8.827500343322754
2021-07-14,9.022500038146973
2021-07-16,9.0
2021-07-19,8.9399995803833
2021-07-26,9.007499694824219
2021-07-27,9.2475004196167
2021-07-28,9.202500343322754
2021-07-29,9.345000267028809
2021-07-30,9.172499656677246
2021-08-02,9.337499618530273
2021-08-03,9.524999618530273
2021-08-04,9.494999885559082
2021-08-05,9.5024995803833
2021-08-06,9.292499542236328
2021-08-09,9.345000267028809
2021-08-10,9.262499809265137
2021-08-11,9.007499694824219
2021-08-12,9.149999618530273
2021-08-13,9.442500114440918
2021-08-16,9.779999732971191
2021-08-17,9.510000228881836
2021-08-18,9.630000114440918
2021-08-19,9.757499694824219
2021-08-20,9.517499923706055
2021-08-23,9.494999885559082
2021-08-24,9.510000228881836
2021-08-25,9.569999694824219
2021-08-26,9.510000228881836
2021-08-27,10.012499809265137
2021-08-31,10.050000190734863
2021-09-01,10.050000190734863
2021-09-02,10.3125
2021-09-03,10.454999923706055
2021-09-06,10.327500343322754
2021-09-07,10.177499771118164
2021-09-08,9.682499885559082
2021-09-09,9.720000267028809
2021-09-10,9.6899995803833
2021-09-13,9.65250015258789
2021-09-14,9.539999961853027
2021-09-15,9.547499656677246
2021-09-16,9.337499618530273
2021-09-17,9.532500267028809
2021-09-20,9.27750015258789
2021-09-21,9.1274995803833
2021-09-22,9.210000038146973
2021-09-23,9.172499656677246
2021-09-24,8.977499961853027
2021-09-27,9.292499542236328
2021-09-28,9.359999656677246
2021-09-29,9.255000114440918
2021-09-30,9.337499618530273
2021-10-01,9.5024995803833
2021-10-04,9.607500076293945
2021-10-05,9.28499984741211
2021-10-06,9.112500190734863
2021-10-07,9.142499923706055
2021-10-08,9.1274995803833
2021-10-11,9.255000114440918
2021-10-12,9.142499923706055
2021-10-13,9.255000114440918
2021-10-14,9.390000343322754
2021-10-15,10.005000114440918
2021-10-18,10.087499618530273
2021-10-19,10.350000381469727
2021-10-20,10.462499618530273
2021-10-21,10.927499771118164
2021-10-22,11.107500076293945
2021-10-25,11.204999923706055
2021-10-26,11.90999984741211
2021-10-27,12.600000381469727
2021-10-28,13.859999656677246
2021-11-01,14.362500190734863
2021-11-02,14.272500038146973
2021-11-03,14.287500381469727
2021-11-04,13.7475004196167
2021-11-05,13.604999542236328
2021-11-08,13.942500114440918
2021-11-09,13.6875
2021-11-10,12.734999656677246
2021-11-11,12.532500267028809
2021-11-12,12.322500228881836
2021-11-15,12.427499771118164
2021-11-16,12.352499961853027
2021-11-17,12.4350004196167
2021-11-18,12.427499771118164
2021-11-19,12.4350004196167
2021-11-22,12.712499618530273
2021-11-23,12.892499923706055
2021-11-24,13.567500114440918
2021-11-25,13.342499732971191
2021-11-26,13.364999771118164
2021-11-29,13.387499809265137
2021-11-30,14.512499809265137
2021-12-01,14.970000267028809
2021-12-02,14.984999656677246
2021-12-03,15.300000190734863
2021-12-06,14.850000381469727
2021-12-07,14.917499542236328
2021-12-08,15.104999542236328
2021-12-09,16.049999237060547
2021-12-10,15.914999961853027
2021-12-13,17.010000228881836
2021-12-14,16.950000762939453
2021-12-15,16.665000915527344
2021-12-16,17.06999969482422
2021-12-17,15.600000381469727
2021-12-20,15.390000343322754
2021-12-21,14.640000343322754
2021-12-22,14.850000381469727
2021-12-23,14.662500381469727
2021-12-24,15.135000228881836
2021-12-27,15.0
2021-12-28,15.0
2021-12-29,15.135000228881836
2021-12-30,14.8125
2021-12-31,14.850000381469727
2022-01-03,15.345000267028809
2022-01-04,15.28499984741211
2022-01-05,15.84000015258789
2022-01-06,15.449999809265137
2022-01-07,15.375
2022-01-10,15.420000076293945
2022-01-11,15.225000381469727
2022-01-12,15.375
2022-01-13,15.164999961853027
2022-01-14,15.119999885559082
2022-01-17,15.074999809265137
2022-01-18,14.3774995803833
2022-01-19,14.324999809265137
2022-01-20,14.25
2022-01-21,14.114999771118164
2022-01-24,13.3725004196167
2022-01-25,13.5
2022-01-26,13.342499732971191
2022-01-27,13.5
2022-01-28,13.319999694824219
2022-01-31,13.635000228881836
2022-02-01,13.59000015258789
2022-02-02,13.335000038146973
2022-02-03,13.177499771118164
2022-02-04,12.8774995803833
2022-02-07,13.22249984741211
2022-02-08,13.087499618530273
2022-02-09,13.574999809265137
2022-02-10,14.369999885559082
2022-02-11,14.100000381469727
2022-02-14,13.612500190734863
2022-02-15,13.800000190734863
2022-02-16,13.800000190734863
2022-02-17,13.649999618530273
2022-02-18,13.635000228881836
2022-02-21,13.350000381469727
2022-02-22,13.350000381469727
2022-02-23,13.289999961853027
2022-02-24,12.157500267028809
2022-02-25,13.050000190734863
2022-02-28,12.75
2022-03-01,12.704999923706055
2022-03-02,12.637499809265137
2022-03-03,12.734999656677246
2022-03-04,13.297499656677246
2022-03-07,13.77750015258789
2022-03-08,13.537500381469727
2022-03-09,13.380000114440918
2022-03-10,13.03499984741211
2022-03-11,13.59000015258789
2022-03-14,13.484999656677246
2022-03-15,13.199999809265137
2022-03-16,13.244999885559082
2022-03-17,13.454999923706055
2022-03-18,13.567500114440918
2022-03-21,13.635000228881836
2022-03-22,14.107500076293945
2022-03-23,14.385000228881836
2022-03-24,14.90999984741211
2022-03-25,14.744999885559082
2022-03-28,14.895000457763672
2022-03-29,14.670000076293945
2022-03-30,14.805000305175781
2022-03-31,14.550000190734863
2022-04-01,14.587499618530273
2022-04-04,14.760000228881836
2022-04-05,14.632499694824219
2022-04-06,14.625
2022-04-07,14.602499961853027
2022-04-08,14.9399995803833
2022-04-11,15.375
2022-04-12,15.194999694824219
2022-04-13,15.029999732971191
2022-04-14,15.074999809265137
2022-04-15,15.074999809265137
2022-04-18,14.984999656677246
2022-04-19,14.984999656677246
2022-04-20,15.0
2022-04-21,15.015000343322754
2022-04-22,14.287500381469727
2022-04-25,14.100000381469727
2022-04-26,14.257499694824219
2022-04-27,13.949999809265137
2022-04-28,14.0024995803833
2022-04-29,14.182499885559082
2022-05-05,14.625
2022-05-06,14.72249984741211
2022-05-09,14.774999618530273
2022-05-10,14.767499923706055
2022-05-11,15.645000457763672
2022-05-12,14.850000381469727
2022-05-13,14.850000381469727
2022-05-16,14.880000114440918
2022-05-17,14.482500076293945
2022-05-18,14.452500343322754
2022-05-20,13.9350004196167
2022-05-23,13.875
2022-05-24,14.234999656677246
2022-05-25,14.204999923706055
2022-05-26,14.100000381469727
2022-05-27,14.032500267028809
2022-05-30,14.3100004196167
2022-05-31,14.475000381469727
2022-06-01,14.385000228881836
2022-06-02,14.362500190734863
2022-06-03,14.414999961853027
2022-06-06,14.737500190734863
2022-06-07,14.557499885559082
2022-06-08,14.227499961853027
2022-06-09,14.332500457763672
2022-06-10,14.789999961853027
2022-06-13,14.992500305175781
2022-06-14,14.949999809265137
2022-06-15,14.720000267028809
2022-06-16,14.199999809265137
2022-06-17,14.199999809265137
2022-06-20,13.899999618530273
2022-06-21,13.90999984741211
2022-06-22,13.899999618530273
2022-06-23,13.880000114440918
2022-06-24,13.84000015258789
2022-06-27,13.75
2022-06-28,13.800000190734863
2022-06-29,13.5
2022-06-30,13.170000076293945
2022-07-01,13.210000038146973
2022-07-04,13.109999656677246
2022-07-05,12.710000038146973
2022-07-06,13.050000190734863
2022-07-07,12.949999809265137
2022-07-08,13.140000343322754
2022-07-13,12.979999542236328
2022-07-14,12.989999771118164
2022-07-18,13.569999694824219
2022-07-19,13.489999771118164
2022-07-20,13.880000114440918
2022-07-21,13.949999809265137
2022-07-22,13.920000076293945
2022-07-25,13.890000343322754
2022-07-26,13.859999656677246
2022-07-27,13.699999809265137
2022-07-28,13.84000015258789
2022-07-29,13.869999885559082
