Date,ARENA.IS
2020-11-03,11.60319995880127
2020-11-04,11.878399848937988
2020-11-05,12.371199607849121
2020-11-06,12.819199562072754
2020-11-09,12.947199821472168
2020-11-10,12.140800476074219
2020-11-11,11.833600044250488
2020-11-12,11.366399765014648
2020-11-13,11.807999610900879
2020-11-16,12.051199913024902
2020-11-17,11.641599655151367
2020-11-18,11.711999893188477
2020-11-19,11.827199935913086
2020-11-20,11.801600456237793
2020-11-23,11.590399742126465
2020-11-24,11.456000328063965
2020-11-25,11.359999656677246
2020-11-26,11.359999656677246
2020-11-27,11.219200134277344
2020-11-30,10.662400245666504
2020-12-01,10.905599594116211
2020-12-02,10.751999855041504
2020-12-03,10.720000267028809
2020-12-04,10.745599746704102
2020-12-07,10.572799682617188
2020-12-08,10.924799919128418
2020-12-09,10.969599723815918
2020-12-10,10.995200157165527
2020-12-11,11.071999549865723
2020-12-14,11.244799613952637
2020-12-15,11.232000350952148
2020-12-16,10.880000114440918
2020-12-17,10.764800071716309
2020-12-18,10.790399551391602
2020-12-21,10.630399703979492
2020-12-22,11.027199745178223
2020-12-23,10.911999702453613
2020-12-24,10.918399810791016
2020-12-25,10.918399810791016
2020-12-28,10.969599723815918
2020-12-29,10.88640022277832
2020-12-30,10.97599983215332
2020-12-31,11.02079963684082
2021-01-04,11.187199592590332
2021-01-05,11.219200134277344
2021-01-06,11.379199981689453
2021-01-07,11.295999526977539
2021-01-08,11.69279956817627
2021-01-11,12.71679973602295
2021-01-12,13.030400276184082
2021-01-13,13.241600036621094
2021-01-14,14.04800033569336
2021-01-15,15.206399917602539
2021-01-18,16.736000061035156
2021-01-19,18.09600067138672
2021-01-20,17.93600082397461
2021-01-21,18.672000885009766
2021-01-22,18.27199935913086
2021-01-25,17.808000564575195
2021-01-26,17.08799934387207
2021-01-27,16.31999969482422
2021-01-28,16.511999130249023
2021-01-29,17.583999633789062
2021-02-01,17.280000686645508
2021-02-02,17.440000534057617
2021-02-03,18.191999435424805
2021-02-04,17.695999145507812
2021-02-05,17.823999404907227
2021-02-08,17.90399932861328
2021-02-09,18.27199935913086
2021-02-10,17.93600082397461
2021-02-11,18.368000030517578
2021-02-12,19.711999893188477
2021-02-15,19.07200050354004
2021-02-16,18.607999801635742
2021-02-17,18.224000930786133
2021-02-18,18.20800018310547
2021-02-19,17.983999252319336
2021-02-22,17.823999404907227
2021-02-23,16.895999908447266
2021-02-24,16.176000595092773
2021-02-25,16.016000747680664
2021-02-26,15.654399871826172
2021-03-01,16.447999954223633
2021-03-02,16.15999984741211
2021-03-03,17.503999710083008
2021-03-04,16.687999725341797
2021-03-05,16.479999542236328
2021-03-08,16.496000289916992
2021-03-09,16.527999877929688
2021-03-10,16.75200080871582
2021-03-11,17.520000457763672
2021-03-12,18.624000549316406
2021-03-15,20.479999542236328
2021-03-16,19.263999938964844
2021-03-17,18.31999969482422
2021-03-18,17.856000900268555
2021-03-19,17.24799919128418
2021-03-22,15.526399612426758
2021-03-23,15.84000015258789
2021-03-24,17.423999786376953
2021-03-25,16.992000579833984
2021-03-26,16.75200080871582
2021-03-29,16.639999389648438
2021-03-30,16.576000213623047
2021-03-31,16.70400047302246
2021-04-01,17.08799934387207
2021-04-02,17.600000381469727
2021-04-05,18.624000549316406
2021-04-06,19.392000198364258
2021-04-07,18.784000396728516
2021-04-08,18.239999771118164
2021-04-09,17.440000534057617
2021-04-12,16.75200080871582
2021-04-13,16.607999801635742
2021-04-14,16.832000732421875
2021-04-15,16.256000518798828
2021-04-16,15.980799674987793
2021-04-19,15.456000328063965
2021-04-20,14.803199768066406
2021-04-21,13.740799903869629
2021-04-22,14.272000312805176
2021-04-26,14.323200225830078
2021-04-27,15.41759967803955
2021-04-28,14.5600004196167
2021-04-29,14.521599769592285
2021-04-30,14.84160041809082
2021-05-03,15.423999786376953
2021-05-04,15.583999633789062
2021-05-05,15.263999938964844
2021-05-06,15.212800025939941
2021-05-07,15.193599700927734
2021-05-10,14.97599983215332
2021-05-11,14.617600440979004
2021-05-12,15.00160026550293
2021-05-17,15.507200241088867
2021-05-18,15.123200416564941
2021-05-20,14.815999984741211
2021-05-21,14.847999572753906
2021-05-24,14.496000289916992
2021-05-25,13.689599990844727
2021-05-26,14.37440013885498
2021-05-27,13.77280044555664
2021-05-28,13.382399559020996
2021-05-31,13.267200469970703
2021-06-01,13.088000297546387
2021-06-02,13.433600425720215
2021-06-03,13.46560001373291
2021-06-04,13.427200317382812
2021-06-07,13.427200317382812
2021-06-08,13.791999816894531
2021-06-09,13.4399995803833
2021-06-10,13.516799926757812
2021-06-11,13.708800315856934
2021-06-14,13.663999557495117
2021-06-15,13.727999687194824
2021-06-16,13.824000358581543
2021-06-17,13.920000076293945
2021-06-18,13.663999557495117
2021-06-21,13.049599647521973
2021-06-22,12.614399909973145
2021-06-23,12.576000213623047
2021-06-24,12.895999908447266
2021-06-25,12.800000190734863
2021-06-28,12.537599563598633
2021-06-29,12.0
2021-06-30,12.0
2021-07-01,11.916799545288086
2021-07-02,11.920000076293945
2021-07-05,12.100000381469727
2021-07-06,12.170000076293945
2021-07-07,12.489999771118164
2021-07-08,11.869999885559082
2021-07-09,11.680000305175781
2021-07-12,10.630000114440918
2021-07-13,11.1899995803833
2021-07-14,10.949999809265137
2021-07-16,10.8100004196167
2021-07-19,10.819999694824219
2021-07-26,10.729999542236328
2021-07-27,10.710000038146973
2021-07-28,10.829999923706055
2021-07-29,10.609999656677246
2021-07-30,10.600000381469727
2021-08-02,10.720000267028809
2021-08-03,10.619999885559082
2021-08-04,10.859999656677246
2021-08-05,10.699999809265137
2021-08-06,10.630000114440918
2021-08-09,10.779999732971191
2021-08-10,10.350000381469727
2021-08-11,9.640000343322754
2021-08-12,9.800000190734863
2021-08-13,10.5600004196167
2021-08-16,11.069999694824219
2021-08-17,11.0
2021-08-18,11.010000228881836
2021-08-19,11.020000457763672
2021-08-20,10.670000076293945
2021-08-23,10.460000038146973
2021-08-24,10.300000190734863
2021-08-25,10.149999618530273
2021-08-26,9.949999809265137
2021-08-27,10.010000228881836
2021-08-31,10.170000076293945
2021-09-01,10.380000114440918
2021-09-02,10.460000038146973
2021-09-03,10.399999618530273
2021-09-06,10.699999809265137
2021-09-07,10.619999885559082
2021-09-08,10.15999984741211
2021-09-09,10.15999984741211
2021-09-10,10.25
2021-09-13,10.359999656677246
2021-09-14,10.270000457763672
2021-09-15,10.5600004196167
2021-09-16,10.229999542236328
2021-09-17,10.010000228881836
2021-09-20,9.720000267028809
2021-09-21,9.670000076293945
2021-09-22,9.569999694824219
2021-09-23,9.760000228881836
2021-09-24,9.510000228881836
2021-09-27,9.569999694824219
2021-09-28,9.449999809265137
2021-09-29,9.600000381469727
2021-09-30,9.779999732971191
2021-10-01,9.65999984741211
2021-10-04,9.989999771118164
2021-10-05,9.600000381469727
2021-10-06,9.350000381469727
2021-10-07,9.420000076293945
2021-10-08,9.390000343322754
2021-10-11,9.59000015258789
2021-10-12,9.479999542236328
2021-10-13,9.4399995803833
2021-10-14,9.399999618530273
2021-10-15,9.199999809265137
2021-10-18,9.140000343322754
2021-10-19,9.1899995803833
2021-10-20,9.140000343322754
2021-10-21,9.069999694824219
2021-10-22,9.300000190734863
2021-10-25,9.470000267028809
2021-10-26,9.520000457763672
2021-10-27,9.6899995803833
2021-10-28,9.619999885559082
2021-11-01,9.640000343322754
2021-11-02,9.329999923706055
2021-11-03,9.270000457763672
2021-11-04,9.460000038146973
2021-11-05,9.579999923706055
2021-11-08,9.569999694824219
2021-11-09,9.819999694824219
2021-11-10,9.489999771118164
2021-11-11,9.220000267028809
2021-11-12,9.279999732971191
2021-11-15,9.390000343322754
2021-11-16,9.510000228881836
2021-11-17,9.420000076293945
2021-11-18,9.770000457763672
2021-11-19,10.630000114440918
2021-11-22,11.069999694824219
2021-11-23,11.319999694824219
2021-11-24,11.260000228881836
2021-11-25,11.380000114440918
2021-11-26,11.0
2021-11-29,11.350000381469727
2021-11-30,11.430000305175781
2021-12-01,11.579999923706055
2021-12-02,11.920000076293945
2021-12-03,11.970000267028809
2021-12-06,12.369999885559082
2021-12-07,12.739999771118164
2021-12-08,12.800000190734863
2021-12-09,12.850000381469727
2021-12-10,12.720000267028809
2021-12-13,13.119999885559082
2021-12-14,13.300000190734863
2021-12-15,13.25
2021-12-16,14.050000190734863
2021-12-17,12.819999694824219
2021-12-20,12.989999771118164
2021-12-21,11.90999984741211
2021-12-22,12.0
2021-12-23,11.4399995803833
2021-12-24,12.579999923706055
2021-12-27,12.949999809265137
2021-12-28,12.670000076293945
2021-12-29,12.859999656677246
2021-12-30,12.90999984741211
2021-12-31,13.029999732971191
2022-01-03,13.180000305175781
2022-01-04,13.25
2022-01-05,13.75
2022-01-06,13.220000267028809
2022-01-07,13.0600004196167
2022-01-10,13.09000015258789
2022-01-11,12.75
2022-01-12,13.079999923706055
2022-01-13,12.949999809265137
2022-01-14,13.010000228881836
2022-01-17,13.369999885559082
2022-01-18,13.100000381469727
2022-01-19,13.640000343322754
2022-01-20,13.850000381469727
2022-01-21,13.899999618530273
2022-01-24,14.229999542236328
2022-01-25,14.350000381469727
2022-01-26,14.260000228881836
2022-01-27,14.25
2022-01-28,14.649999618530273
2022-01-31,15.680000305175781
2022-02-01,15.869999885559082
2022-02-02,16.049999237060547
2022-02-03,15.3100004196167
2022-02-04,15.3100004196167
2022-02-07,14.930000305175781
2022-02-08,15.229999542236328
2022-02-09,15.100000381469727
2022-02-10,14.539999961853027
2022-02-11,14.609999656677246
2022-02-14,14.34000015258789
2022-02-15,14.25
2022-02-16,14.010000228881836
2022-02-17,14.050000190734863
2022-02-18,13.739999771118164
2022-02-21,13.430000305175781
2022-02-22,13.199999809265137
2022-02-23,13.960000038146973
2022-02-24,12.569999694824219
2022-02-25,13.579999923706055
2022-02-28,13.0
2022-03-01,13.140000343322754
2022-03-02,13.149999618530273
2022-03-03,13.260000228881836
2022-03-04,13.229999542236328
2022-03-07,13.079999923706055
2022-03-08,13.069999694824219
2022-03-09,13.140000343322754
2022-03-10,13.25
2022-03-11,13.329999923706055
2022-03-14,13.300000190734863
2022-03-15,13.510000228881836
2022-03-16,13.350000381469727
2022-03-17,13.75
2022-03-18,13.65999984741211
2022-03-21,13.869999885559082
2022-03-22,14.010000228881836
2022-03-23,14.020000457763672
2022-03-24,13.899999618530273
2022-03-25,13.8100004196167
2022-03-28,13.720000267028809
2022-03-29,13.600000381469727
2022-03-30,13.600000381469727
2022-03-31,13.5
2022-04-01,13.460000038146973
2022-04-04,13.5600004196167
2022-04-05,13.779999732971191
2022-04-06,13.729999542236328
2022-04-07,13.979999542236328
2022-04-08,14.0
2022-04-11,14.100000381469727
2022-04-12,14.029999732971191
2022-04-13,13.920000076293945
2022-04-14,14.0600004196167
2022-04-15,14.010000228881836
2022-04-18,14.050000190734863
2022-04-19,14.0
2022-04-20,13.9399995803833
2022-04-21,14.039999961853027
2022-04-22,13.4399995803833
2022-04-25,13.34000015258789
2022-04-26,12.829999923706055
2022-04-27,12.6899995803833
2022-04-28,13.0
2022-04-29,14.300000190734863
2022-05-05,14.369999885559082
2022-05-06,14.479999542236328
2022-05-09,14.40999984741211
2022-05-10,14.420000076293945
2022-05-11,14.149999618530273
2022-05-12,13.520000457763672
2022-05-13,13.520000457763672
2022-05-16,13.510000228881836
2022-05-17,13.229999542236328
2022-05-18,13.300000190734863
2022-05-20,13.270000457763672
2022-05-23,13.199999809265137
2022-05-24,13.170000076293945
2022-05-25,13.170000076293945
2022-05-26,13.319999694824219
2022-05-27,13.449999809265137
2022-05-30,13.510000228881836
2022-05-31,13.289999961853027
2022-06-01,13.449999809265137
2022-06-02,13.5600004196167
2022-06-03,13.34000015258789
2022-06-06,13.350000381469727
2022-06-07,13.34000015258789
2022-06-08,12.489999771118164
2022-06-09,12.380000114440918
2022-06-10,12.5
2022-06-13,12.930000305175781
2022-06-14,13.300000190734863
2022-06-15,13.930000305175781
2022-06-16,13.579999923706055
2022-06-17,13.649999618530273
2022-06-20,14.140000343322754
2022-06-21,14.029999732971191
2022-06-22,13.960000038146973
2022-06-23,13.579999923706055
2022-06-24,13.5600004196167
2022-06-27,12.800000190734863
2022-06-28,13.329999923706055
2022-06-29,13.050000190734863
2022-06-30,13.199999809265137
2022-07-01,13.1899995803833
2022-07-04,12.760000228881836
2022-07-05,12.649999618530273
2022-07-06,13.0
2022-07-07,13.1899995803833
2022-07-08,13.1899995803833
2022-07-13,13.149999618530273
2022-07-14,13.09000015258789
2022-07-18,13.270000457763672
2022-07-19,13.3100004196167
2022-07-20,13.430000305175781
2022-07-21,13.359999656677246
2022-07-22,13.270000457763672
2022-07-25,13.279999732971191
2022-07-26,13.479999542236328
2022-07-27,13.710000038146973
2022-07-28,14.0
2022-07-29,13.930000305175781
