Date,CANTE.IS
2022-03-17,19.149999618530273
2022-03-18,19.639999389648438
2022-03-21,19.649999618530273
2022-03-22,20.0
2022-03-23,21.0
2022-03-24,21.0
2022-03-25,21.299999237060547
2022-03-28,22.920000076293945
2022-03-29,23.0
2022-03-30,22.579999923706055
2022-03-31,22.940000534057617
2022-04-01,23.020000457763672
2022-04-04,24.68000030517578
2022-04-05,25.399999618530273
2022-04-06,25.0
2022-04-07,24.959999084472656
2022-04-08,27.440000534057617
2022-04-11,26.700000762939453
2022-04-12,27.479999542236328
2022-04-13,28.5
2022-04-14,29.18000030517578
2022-04-15,30.0
2022-04-18,30.040000915527344
2022-04-19,30.040000915527344
2022-04-20,30.040000915527344
2022-04-21,30.040000915527344
2022-04-22,29.719999313354492
2022-04-25,30.059999465942383
2022-04-26,30.059999465942383
2022-04-27,30.760000228881836
2022-04-28,31.079999923706055
2022-04-29,30.559999465942383
2022-05-05,30.479999542236328
2022-05-06,30.5
2022-05-09,30.440000534057617
2022-05-10,30.479999542236328
2022-05-11,30.399999618530273
2022-05-12,30.280000686645508
2022-05-13,30.399999618530273
2022-05-16,30.479999542236328
2022-05-17,32.5
2022-05-18,34.400001525878906
2022-05-20,35.400001525878906
2022-05-23,34.959999084472656
2022-05-24,35.5
2022-05-25,35.900001525878906
2022-05-26,35.439998626708984
2022-05-27,35.20000076293945
2022-05-30,37.099998474121094
2022-05-31,37.599998474121094
2022-06-01,37.81999969482422
2022-06-02,38.779998779296875
2022-06-03,39.619998931884766
2022-06-06,40.0
2022-06-07,39.0
2022-06-08,38.0
2022-06-09,39.0
2022-06-10,39.900001525878906
2022-06-13,39.41999816894531
2022-06-14,39.0
2022-06-15,38.779998779296875
2022-06-16,38.15999984741211
2022-06-17,38.400001525878906
2022-06-20,38.47999954223633
2022-06-21,38.599998474121094
2022-06-22,37.79999923706055
2022-06-23,38.5
2022-06-24,42.220001220703125
2022-06-27,41.779998779296875
2022-06-28,42.0
2022-06-29,42.58000183105469
2022-06-30,44.02000045776367
2022-07-01,44.15999984741211
2022-07-04,40.0
2022-07-05,43.279998779296875
2022-07-06,46.29999923706055
2022-07-07,49.400001525878906
2022-07-08,53.849998474121094
2022-07-13,58.599998474121094
2022-07-14,58.04999923706055
2022-07-18,57.0
2022-07-19,55.650001525878906
2022-07-20,53.29999923706055
2022-07-21,51.20000076293945
2022-07-22,52.45000076293945
2022-07-25,52.54999923706055
2022-07-26,51.29999923706055
2022-07-27,51.849998474121094
2022-07-28,52.0
2022-07-29,52.25
