Date,ASELS.IS
2020-11-10,18.010000228881836
2020-11-11,18.59000015258789
2020-11-12,18.280000686645508
2020-11-13,18.360000610351562
2020-11-16,18.190000534057617
2020-11-17,17.700000762939453
2020-11-18,18.15999984741211
2020-11-19,18.25
2020-11-20,18.350000381469727
2020-11-23,18.200000762939453
2020-11-24,18.299999237060547
2020-11-25,18.190000534057617
2020-11-26,18.290000915527344
2020-11-27,18.110000610351562
2020-11-30,17.530000686645508
2020-12-01,17.959999084472656
2020-12-02,17.829999923706055
2020-12-03,17.829999923706055
2020-12-04,17.700000762939453
2020-12-07,17.639999389648438
2020-12-08,17.6200008392334
2020-12-09,17.81999969482422
2020-12-10,17.6299991607666
2020-12-11,17.540000915527344
2020-12-14,17.8700008392334
2020-12-15,17.809999465942383
2020-12-16,17.90999984741211
2020-12-17,17.8700008392334
2020-12-18,17.84000015258789
2020-12-21,18.030000686645508
2020-12-22,17.93000030517578
2020-12-23,18.010000228881836
2020-12-24,18.040000915527344
2020-12-25,18.010000228881836
2020-12-28,18.020000457763672
2020-12-29,17.899999618530273
2020-12-30,18.440000534057617
2020-12-31,18.329999923706055
2021-01-04,18.360000610351562
2021-01-05,18.280000686645508
2021-01-06,18.709999084472656
2021-01-07,18.950000762939453
2021-01-08,18.979999542236328
2021-01-11,18.90999984741211
2021-01-12,18.889999389648438
2021-01-13,18.690000534057617
2021-01-14,18.540000915527344
2021-01-15,18.200000762939453
2021-01-18,18.43000030517578
2021-01-19,18.40999984741211
2021-01-20,18.229999542236328
2021-01-21,18.079999923706055
2021-01-22,18.299999237060547
2021-01-25,18.190000534057617
2021-01-26,18.34000015258789
2021-01-27,17.610000610351562
2021-01-28,17.709999084472656
2021-01-29,17.299999237060547
2021-02-01,17.420000076293945
2021-02-02,17.479999542236328
2021-02-03,17.93000030517578
2021-02-04,17.75
2021-02-05,17.649999618530273
2021-02-08,17.649999618530273
2021-02-09,18.059999465942383
2021-02-10,17.969999313354492
2021-02-11,17.790000915527344
2021-02-12,17.649999618530273
2021-02-15,17.84000015258789
2021-02-16,17.479999542236328
2021-02-17,17.440000534057617
2021-02-18,17.350000381469727
2021-02-19,17.729999542236328
2021-02-22,17.520000457763672
2021-02-23,17.079999923706055
2021-02-24,17.399999618530273
2021-02-25,17.09000015258789
2021-02-26,16.979999542236328
2021-03-01,17.219999313354492
2021-03-02,17.190000534057617
2021-03-03,17.209999084472656
2021-03-04,17.18000030517578
2021-03-05,17.219999313354492
2021-03-08,17.030000686645508
2021-03-09,17.170000076293945
2021-03-10,17.209999084472656
2021-03-11,17.139999389648438
2021-03-12,17.110000610351562
2021-03-15,17.280000686645508
2021-03-16,17.239999771118164
2021-03-17,17.059999465942383
2021-03-18,16.8799991607666
2021-03-19,16.3700008392334
2021-03-22,14.739999771118164
2021-03-23,15.039999961853027
2021-03-24,15.289999961853027
2021-03-25,15.0600004196167
2021-03-26,14.850000381469727
2021-03-29,15.119999885559082
2021-03-30,15.020000457763672
2021-03-31,14.949999809265137
2021-04-01,15.460000038146973
2021-04-02,15.5
2021-04-05,15.9399995803833
2021-04-06,15.529999732971191
2021-04-07,15.609999656677246
2021-04-08,15.40999984741211
2021-04-09,15.140000343322754
2021-04-12,15.050000190734863
2021-04-13,15.0
2021-04-14,15.300000190734863
2021-04-15,15.140000343322754
2021-04-16,15.210000038146973
2021-04-19,14.960000038146973
2021-04-20,14.920000076293945
2021-04-21,14.5
2021-04-22,14.550000190734863
2021-04-26,14.670000076293945
2021-04-27,15.489999771118164
2021-04-28,14.899999618530273
2021-04-29,15.020000457763672
2021-04-30,15.0
2021-05-03,15.109999656677246
2021-05-04,14.90999984741211
2021-05-05,14.90999984741211
2021-05-06,14.779999732971191
2021-05-07,15.039999961853027
2021-05-10,15.100000381469727
2021-05-11,14.920000076293945
2021-05-12,14.850000381469727
2021-05-17,15.170000076293945
2021-05-18,15.140000343322754
2021-05-20,15.050000190734863
2021-05-21,15.149999618530273
2021-05-24,15.390000343322754
2021-05-25,14.720000267028809
2021-05-26,15.039999961853027
2021-05-27,14.890000343322754
2021-05-28,15.039999961853027
2021-05-31,14.899999618530273
2021-06-01,15.050000190734863
2021-06-02,15.069999694824219
2021-06-03,15.029999732971191
2021-06-04,15.079999923706055
2021-06-07,15.460000038146973
2021-06-08,15.430000305175781
2021-06-09,15.300000190734863
2021-06-10,15.699999809265137
2021-06-11,15.609999656677246
2021-06-14,15.800000190734863
2021-06-15,15.5600004196167
2021-06-16,15.369999885559082
2021-06-17,15.09000015258789
2021-06-18,14.90999984741211
2021-06-21,15.239999771118164
2021-06-22,15.34000015258789
2021-06-23,15.15999984741211
2021-06-24,15.210000038146973
2021-06-25,15.029999732971191
2021-06-28,14.899999618530273
2021-06-29,15.010000228881836
2021-06-30,14.720000267028809
2021-07-01,14.880000114440918
2021-07-02,14.729999542236328
2021-07-05,15.029999732971191
2021-07-06,14.819999694824219
2021-07-07,14.869999885559082
2021-07-08,14.75
2021-07-09,14.800000190734863
2021-07-12,14.420000076293945
2021-07-13,14.220000267028809
2021-07-14,14.479999542236328
2021-07-16,14.460000038146973
2021-07-19,14.460000038146973
2021-07-26,14.569999694824219
2021-07-27,14.760000228881836
2021-07-28,14.859999656677246
2021-07-29,15.260000228881836
2021-07-30,15.510000228881836
2021-08-02,16.040000915527344
2021-08-03,16.18000030517578
2021-08-04,15.880000114440918
2021-08-05,16.040000915527344
2021-08-06,15.970000267028809
2021-08-09,15.819999694824219
2021-08-10,15.899999618530273
2021-08-11,15.300000190734863
2021-08-12,15.5
2021-08-13,15.449999809265137
2021-08-16,15.430000305175781
2021-08-17,15.430000305175781
2021-08-18,15.260000228881836
2021-08-19,15.279999732971191
2021-08-20,15.380000114440918
2021-08-23,15.630000114440918
2021-08-24,15.65999984741211
2021-08-25,15.729999542236328
2021-08-26,15.680000305175781
2021-08-27,15.8100004196167
2021-08-31,15.890000343322754
2021-09-01,15.710000038146973
2021-09-02,15.729999542236328
2021-09-03,15.699999809265137
2021-09-06,15.6899995803833
2021-09-07,15.399999618530273
2021-09-08,15.180000305175781
2021-09-09,15.329999923706055
2021-09-10,15.119999885559082
2021-09-13,15.109999656677246
2021-09-14,14.960000038146973
2021-09-15,14.760000228881836
2021-09-16,14.710000038146973
2021-09-17,14.859999656677246
2021-09-20,14.979999542236328
2021-09-21,14.729999542236328
2021-09-22,14.899999618530273
2021-09-23,14.899999618530273
2021-09-24,14.680000305175781
2021-09-27,14.739999771118164
2021-09-28,14.619999885559082
2021-09-29,14.75
2021-09-30,15.140000343322754
2021-10-01,15.0600004196167
2021-10-04,15.220000267028809
2021-10-05,15.069999694824219
2021-10-06,14.829999923706055
2021-10-07,15.510000228881836
2021-10-08,15.770000457763672
2021-10-11,15.819999694824219
2021-10-12,16.34000015258789
2021-10-13,16.299999237060547
2021-10-14,16.56999969482422
2021-10-15,16.489999771118164
2021-10-18,16.270000457763672
2021-10-19,16.399999618530273
2021-10-20,16.299999237060547
2021-10-21,16.610000610351562
2021-10-22,16.700000762939453
2021-10-25,16.68000030517578
2021-10-26,16.969999313354492
2021-10-27,16.479999542236328
2021-10-28,16.43000030517578
2021-11-01,16.479999542236328
2021-11-02,16.31999969482422
2021-11-03,16.239999771118164
2021-11-04,16.68000030517578
2021-11-05,16.719999313354492
2021-11-08,16.920000076293945
2021-11-09,17.200000762939453
2021-11-10,17.079999923706055
2021-11-11,17.190000534057617
2021-11-12,17.360000610351562
2021-11-15,18.020000457763672
2021-11-16,17.81999969482422
2021-11-17,18.110000610351562
2021-11-18,18.639999389648438
2021-11-19,18.739999771118164
2021-11-22,18.68000030517578
2021-11-23,19.290000915527344
2021-11-24,21.0
2021-11-25,21.280000686645508
2021-11-26,20.68000030517578
2021-11-29,22.739999771118164
2021-11-30,21.739999771118164
2021-12-01,21.84000015258789
2021-12-02,21.899999618530273
2021-12-03,21.959999084472656
2021-12-06,22.540000915527344
2021-12-07,23.079999923706055
2021-12-08,23.899999618530273
2021-12-09,25.040000915527344
2021-12-10,24.5
2021-12-13,25.760000228881836
2021-12-14,26.18000030517578
2021-12-15,25.520000457763672
2021-12-16,27.34000015258789
2021-12-17,24.6200008392334
2021-12-20,24.200000762939453
2021-12-21,21.780000686645508
2021-12-22,20.079999923706055
2021-12-23,19.829999923706055
2021-12-24,21.6200008392334
2021-12-27,21.81999969482422
2021-12-28,21.15999984741211
2021-12-29,21.639999389648438
2021-12-30,21.1200008392334
2021-12-31,20.8799991607666
2022-01-03,21.799999237060547
2022-01-04,22.5
2022-01-05,23.020000457763672
2022-01-06,23.260000228881836
2022-01-07,23.459999084472656
2022-01-10,24.200000762939453
2022-01-11,24.0
2022-01-12,24.15999984741211
2022-01-13,24.299999237060547
2022-01-14,24.139999389648438
2022-01-17,24.219999313354492
2022-01-18,22.799999237060547
2022-01-19,23.219999313354492
2022-01-20,22.540000915527344
2022-01-21,22.299999237060547
2022-01-24,20.8799991607666
2022-01-25,21.15999984741211
2022-01-26,21.360000610351562
2022-01-27,22.299999237060547
2022-01-28,21.920000076293945
2022-01-31,21.600000381469727
2022-02-01,21.5
2022-02-02,21.260000228881836
2022-02-03,20.739999771118164
2022-02-04,20.520000457763672
2022-02-07,21.059999465942383
2022-02-08,21.079999923706055
2022-02-09,21.3799991607666
2022-02-10,21.200000762939453
2022-02-11,21.739999771118164
2022-02-14,21.84000015258789
2022-02-15,21.760000228881836
2022-02-16,22.260000228881836
2022-02-17,21.700000762939453
2022-02-18,21.65999984741211
2022-02-21,21.6200008392334
2022-02-22,21.479999542236328
2022-02-23,21.0
2022-02-24,18.899999618530273
2022-02-25,20.540000915527344
2022-02-28,22.239999771118164
2022-03-01,24.0
2022-03-02,22.959999084472656
2022-03-03,23.81999969482422
2022-03-04,24.200000762939453
2022-03-07,24.299999237060547
2022-03-08,25.920000076293945
2022-03-09,25.0
2022-03-10,24.420000076293945
2022-03-11,24.34000015258789
2022-03-14,24.100000381469727
2022-03-15,23.959999084472656
2022-03-16,23.440000534057617
2022-03-17,23.780000686645508
2022-03-18,23.299999237060547
2022-03-21,24.15999984741211
2022-03-22,24.299999237060547
2022-03-23,23.920000076293945
2022-03-24,23.600000381469727
2022-03-25,23.84000015258789
2022-03-28,23.579999923706055
2022-03-29,23.920000076293945
2022-03-30,24.3799991607666
2022-03-31,24.139999389648438
2022-04-01,24.780000686645508
2022-04-04,25.34000015258789
2022-04-05,26.020000457763672
2022-04-06,25.540000915527344
2022-04-07,26.100000381469727
2022-04-08,27.899999618530273
2022-04-11,27.979999542236328
2022-04-12,27.799999237060547
2022-04-13,27.860000610351562
2022-04-14,27.81999969482422
2022-04-15,27.540000915527344
2022-04-18,28.15999984741211
2022-04-19,27.719999313354492
2022-04-20,27.860000610351562
2022-04-21,28.520000457763672
2022-04-22,27.0
2022-04-25,27.0
2022-04-26,25.600000381469727
2022-04-27,25.139999389648438
2022-04-28,24.760000228881836
2022-04-29,24.5
2022-05-05,24.65999984741211
2022-05-06,24.100000381469727
2022-05-09,23.739999771118164
2022-05-10,23.899999618530273
2022-05-11,23.860000610351562
2022-05-12,22.639999389648438
2022-05-13,22.959999084472656
2022-05-16,22.600000381469727
2022-05-17,22.479999542236328
2022-05-18,22.239999771118164
2022-05-20,22.780000686645508
2022-05-23,23.600000381469727
2022-05-24,23.059999465942383
2022-05-25,23.65999984741211
2022-05-26,23.979999542236328
2022-05-27,23.5
2022-05-30,24.18000030517578
2022-05-31,24.459999084472656
2022-06-01,24.899999618530273
2022-06-02,24.84000015258789
2022-06-03,24.34000015258789
2022-06-06,24.81999969482422
2022-06-07,24.6200008392334
2022-06-08,23.3799991607666
2022-06-09,23.700000762939453
2022-06-10,23.239999771118164
2022-06-13,22.799999237060547
2022-06-14,23.280000686645508
2022-06-15,23.260000228881836
2022-06-16,22.760000228881836
2022-06-17,23.239999771118164
2022-06-20,23.84000015258789
2022-06-21,24.18000030517578
2022-06-22,23.739999771118164
2022-06-23,23.299999237060547
2022-06-24,24.559999465942383
2022-06-27,23.979999542236328
2022-06-28,23.200000762939453
2022-06-29,22.68000030517578
2022-06-30,22.860000610351562
2022-07-01,22.8799991607666
2022-07-04,22.360000610351562
2022-07-05,21.639999389648438
2022-07-06,22.040000915527344
2022-07-07,22.079999923706055
2022-07-08,22.200000762939453
2022-07-13,21.959999084472656
2022-07-14,21.6200008392334
2022-07-18,21.979999542236328
2022-07-19,22.299999237060547
2022-07-20,22.18000030517578
2022-07-21,22.31999969482422
2022-07-22,22.360000610351562
2022-07-25,22.479999542236328
2022-07-26,22.260000228881836
2022-07-27,22.34000015258789
2022-07-28,22.100000381469727
2022-07-29,22.200000762939453
